"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"13:00:00 15/11/1994",NA,NA,NA,NA,NA,NA,10,65,52,65,NA,NA,NA,NA,9.6,65,7.1,65,0.004,65,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,3.5,65,16.5,65,NA,NA
"13:05:00 06/05/1987",NA,NA,3.4,65,5,65,20,65,61,65,NA,NA,NA,NA,10.4,65,7.5,65,NA,NA,NA,NA,17,65,0.33,65,0.15,65,2.2,65,0.03,65,NA,NA,0.01,65,0.8,65,0.5,65,4.3,65,1.6,65,18,65,NA,NA,NA,NA,1,65,0.01,65,3,65,4.7,65,14.5,65,NA,NA
"13:05:00 07/03/1985",NA,NA,NA,NA,NA,NA,NA,NA,68,65,NA,NA,NA,NA,8.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,65,20,65,NA,NA
"13:05:00 07/10/2015",NA,NA,NA,NA,NA,NA,12,1,57,1,NA,NA,NA,NA,10.3,1,7.3,1,0.003,1,NA,NA,NA,NA,NA,NA,0.58,1,NA,NA,NA,NA,NA,NA,0.016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,5,1,5.7,1,12.6,1,NA,NA
"13:10:00 16/08/1989",NA,NA,2.5,65,5,65,80,65,57,65,NA,NA,NA,NA,11.9,65,7,65,NA,NA,NA,NA,17,65,0.82,65,0.3,65,1.7,65,0.01,65,NA,NA,0.06,65,1.3,65,5.9,65,3.5,65,1.1,65,15,65,57,65,NA,NA,5,65,0.15,65,3,65,13,65,10,65,NA,NA
"13:12:00 28/02/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,1,NA,NA,0.022,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:15:00 01/05/2013",NA,NA,NA,NA,NA,NA,8,1,75,1,NA,NA,NA,NA,9.6,1,7.5,1,0.003,1,NA,NA,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,7,1,10,1,14.6,1,NA,NA
"13:15:00 02/01/1991",NA,NA,NA,NA,NA,NA,50,65,55,65,NA,NA,NA,NA,8.6,65,7.9,65,0.004,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,19,65,21.5,65,NA,NA
"13:15:00 02/07/2007",NA,NA,NA,NA,NA,NA,120,65,73,65,NA,NA,NA,NA,10.3,65,6.5,65,0.007,65,NA,NA,NA,NA,NA,NA,2,65,NA,NA,NA,NA,NA,NA,0.91,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,65,510,65,1000,65,10.1,65,NA,NA
"13:15:00 02/07/2013",NA,NA,NA,NA,NA,NA,40,1,82,1,NA,NA,NA,NA,11,1,7,1,0.003,1,NA,NA,NA,NA,NA,NA,0.55,1,NA,NA,NA,NA,NA,NA,0.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,1,64,1,99.2,1,11.6,1,NA,NA
"13:15:00 02/09/1986",NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,NA,NA,11,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,65,11.5,65,NA,NA
"13:15:00 11/02/1997",NA,NA,NA,NA,NA,NA,6,65,44,65,NA,NA,NA,NA,8.8,65,6.4,65,0.004,65,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,2,65,2,65,22.5,65,NA,NA
"13:15:00 11/07/1988",NA,NA,NA,NA,NA,NA,NA,NA,76,65,NA,NA,NA,NA,11.2,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,65,11,65,NA,NA
"13:15:00 15/05/1990",NA,NA,2.1,65,8,65,140,65,63,65,NA,NA,NA,NA,10.9,65,7,65,NA,NA,NA,NA,16,65,6.5,65,0.8,65,2.2,65,0.06,65,NA,NA,0.25,65,3.4,65,6.6,65,5.7,65,1.4,65,10,65,42,65,NA,NA,10,65,0.12,65,NA,NA,88,65,14,65,NA,NA
"13:15:00 27/11/1995",NA,NA,NA,NA,NA,NA,60,65,56,65,NA,NA,NA,NA,9.6,65,6.7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,9,65,9.6,65,19.5,65,NA,NA
"13:20:00 04/09/2013",NA,NA,NA,NA,NA,NA,30,1,46,1,NA,NA,NA,NA,10.7,1,7,1,0.003,1,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1,8,1,20.9,1,13.3,1,NA,NA
"13:20:00 15/07/1983",NA,NA,NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,11,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,11,65,NA,NA
"13:20:00 26/03/1984",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,9,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,65,18.5,65,NA,NA
"13:25:00 23/01/2008",NA,NA,NA,NA,NA,NA,50,65,78,65,NA,NA,NA,NA,8.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,0.48,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,34,65,94.5,65,26,65,NA,NA
"13:28:00 25/04/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,9.83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,1,NA,NA,0.018,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:30:00 01/10/2014",NA,NA,NA,NA,NA,NA,14,1,50,1,NA,NA,NA,NA,10.2,1,7.4,1,0.003,1,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,6,1,7.5,1,14.2,1,NA,NA
"13:30:00 02/06/2015",NA,NA,NA,NA,NA,NA,8,1,70,1,NA,NA,NA,NA,11,1,8.1,1,0.003,1,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,4,1,4.8,1,11.5,1,NA,NA
"13:30:00 03/03/2015",NA,NA,NA,NA,NA,NA,6,1,108,1,NA,NA,NA,NA,7.9,1,7.6,1,0.003,1,NA,NA,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,4,1,4,1,23.6,1,NA,NA
"13:30:00 03/06/1985",NA,NA,NA,NA,NA,NA,NA,NA,87,65,NA,NA,NA,NA,11,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,65,12,65,NA,NA
"13:30:00 03/07/1991",NA,NA,NA,NA,NA,NA,35,65,72,65,NA,NA,NA,NA,9.1,65,6.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,10,65,4.6,65,10.5,65,NA,NA
"13:30:00 07/01/1992",NA,NA,NA,NA,NA,NA,5,65,48,65,NA,NA,NA,NA,9.6,65,6.5,65,0.005,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,7,65,20,65,NA,NA
"13:30:00 07/02/2001",NA,NA,NA,NA,NA,NA,16,65,51,65,NA,NA,NA,NA,8.4,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,8.8,65,24,65,NA,NA
"13:30:00 09/11/1992",NA,NA,NA,NA,NA,NA,20,65,66,65,NA,NA,NA,NA,10.6,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,9.8,65,13.5,65,NA,NA
"13:30:00 10/05/1988",NA,NA,5.3,65,14,65,120,65,110,65,NA,NA,NA,NA,8,65,6.9,65,NA,NA,NA,NA,23,65,3.8,65,0.5,65,3.4,65,0.06,65,NA,NA,0.23,65,2.3,65,3.8,65,9.9,65,2.8,65,24,65,99,65,NA,NA,6,65,0.05,65,32,65,58,65,15,65,NA,NA
"13:30:00 14/05/1996",NA,NA,NA,NA,NA,NA,28,65,60,65,NA,NA,NA,NA,12.3,65,6.9,65,0.005,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,8,65,8,65,13.5,65,NA,NA
"13:30:00 15/02/1983",NA,NA,5.6,65,14,65,30,65,110,65,NA,NA,NA,NA,NA,180,7.3,65,NA,NA,NA,NA,31,65,0.41,65,0.3,65,4.2,65,0.12,65,NA,NA,0.01,65,1,65,0.7,65,12,65,2,65,36,65,75,65,NA,NA,2,65,0.03,65,14,65,7.2,65,23.5,65,NA,NA
"13:30:00 29/03/1982",NA,NA,3.3,65,5,65,40,65,56,65,NA,NA,NA,NA,8.2,65,7.6,65,NA,NA,NA,NA,18,65,1.24,65,0.2,65,2,65,0.05,65,NA,NA,0.03,65,1.2,65,0.4,65,4.3,65,2,65,19,65,40,65,NA,NA,NA,NA,0.02,65,20,65,NA,180,19,65,NA,NA
"13:40:00 02/07/1984",NA,NA,NA,NA,NA,NA,NA,NA,71,65,NA,NA,NA,NA,NA,180,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,10,65,NA,NA
"13:40:00 02/09/2010",NA,NA,NA,NA,NA,NA,10,1,43,1,NA,NA,NA,NA,11.2,1,6.9,1,0.003,1,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,0.011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,4,1,6.1,1,10.4,1,NA,NA
"13:40:00 02/12/1986",NA,NA,NA,NA,NA,NA,NA,NA,41,65,NA,NA,NA,NA,10,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,65,18,65,NA,NA
"13:40:00 09/06/2010",NA,NA,NA,NA,NA,NA,12,1,49,1,NA,NA,NA,NA,10.3,1,6.8,1,0.009,1,NA,NA,NA,NA,NA,NA,0.31,1,NA,NA,NA,NA,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,4,1,13.5,1,12.2,1,NA,NA
"13:40:00 10/01/1995",NA,NA,NA,NA,NA,NA,10,65,47,65,NA,NA,NA,NA,8.4,65,7.1,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,5,65,3.2,65,20,65,NA,NA
"13:40:00 13/02/1985",NA,NA,2.8,65,6,65,10,65,53,65,NA,NA,NA,NA,8.6,65,7.3,65,NA,NA,0.05,65,NA,NA,0.06,65,0.25,65,1.7,65,0.03,65,1e-04,65,0.003,65,0.1,65,1.4,65,3.7,65,1.2,65,16,65,32,65,NA,NA,4,65,0.01,65,4,65,4.4,65,22,65,NA,NA
"13:40:00 16/04/1984",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,9.3,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,16.5,65,NA,NA
"13:40:00 20/11/1978",NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,NA,NA,10.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,65,18,65,NA,NA
"13:45:00 01/12/1999",NA,NA,NA,NA,NA,NA,10,65,39,65,NA,NA,NA,NA,8.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,9,65,4.8,65,22,65,NA,NA
"13:45:00 04/12/1990",NA,NA,NA,NA,NA,NA,50,65,51,65,NA,NA,NA,NA,8.4,65,6.7,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,22,65,18,65,NA,NA
"13:45:00 05/04/1995",NA,NA,NA,NA,NA,NA,5,65,70,65,NA,NA,NA,NA,10.2,65,6.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,8.5,65,14.5,65,NA,NA
"13:45:00 05/09/2011",NA,NA,NA,NA,NA,NA,35,1,56,1,NA,NA,NA,NA,10.7,1,6.8,1,0.004,1,NA,NA,NA,NA,NA,NA,0.26,1,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,1,4,1,53.8,1,15.5,1,NA,NA
"13:45:00 08/02/1993",NA,NA,NA,NA,NA,NA,40,65,54,65,NA,NA,NA,NA,10,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,9,65,11.2,65,19,65,NA,NA
"13:45:00 09/01/2001",NA,NA,NA,NA,NA,NA,20,65,45,65,NA,NA,NA,NA,7.8,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,9,65,20.5,65,NA,NA
"13:45:00 09/02/1984",NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,NA,NA,8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,21.5,65,NA,NA
"13:45:00 11/06/1998",NA,NA,NA,NA,NA,NA,14,65,210,65,NA,NA,NA,NA,10.4,65,6.9,65,0.005,65,NA,NA,NA,NA,NA,NA,0.42,65,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,28,65,24,65,13,65,NA,NA
"13:45:00 12/09/1994",NA,NA,NA,NA,NA,NA,10,65,55,65,NA,NA,NA,NA,11,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,4,65,11.5,65,NA,NA
"13:45:00 16/01/1996",NA,NA,NA,NA,NA,NA,65,65,32,65,NA,NA,NA,NA,9.4,65,6.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,17,65,14,65,20,65,NA,NA
"13:50:00 01/10/1998",NA,NA,NA,NA,NA,NA,30,65,51,65,NA,NA,NA,NA,10.2,65,7.4,65,0.004,65,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,10,65,14,65,16.5,65,NA,NA
"13:50:00 02/04/1984",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,9.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,20,65,NA,NA
"13:50:00 06/01/2015",NA,NA,NA,NA,NA,NA,16,1,53,1,NA,NA,NA,NA,9.3,1,7.5,1,0.003,1,NA,NA,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,6,1,22.3,1,NA,NA
"13:50:00 06/12/1985",NA,NA,NA,NA,NA,NA,NA,NA,63,65,NA,NA,NA,NA,NA,180,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,18,65,NA,NA
"13:50:00 07/12/1987",NA,NA,NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,18.5,65,NA,NA
"13:50:00 08/01/1986",NA,NA,NA,NA,NA,NA,NA,NA,32,65,NA,NA,NA,NA,NA,180,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,18,65,NA,NA
"13:50:00 14/08/1996",NA,NA,NA,NA,NA,NA,17,65,130,65,NA,NA,NA,NA,11.4,65,7,65,0.007,65,NA,NA,NA,NA,NA,NA,0.51,65,NA,NA,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,14,65,7.6,65,9,65,NA,NA
"13:50:00 19/08/1998",NA,NA,NA,NA,NA,NA,45,65,53,65,NA,NA,NA,NA,10.6,65,7.1,65,0.005,65,NA,NA,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,8.8,65,13,65,NA,NA
"13:55:00 02/03/1987",NA,NA,NA,NA,NA,NA,NA,NA,51,65,NA,NA,NA,NA,NA,180,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,65,19.5,65,NA,NA
"13:55:00 04/05/1987",NA,NA,NA,NA,NA,NA,NA,NA,67,65,NA,NA,NA,NA,9.2,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,65,15.5,65,NA,NA
"14:00:00 01/05/1980",NA,NA,NA,NA,NA,NA,NA,NA,96,65,NA,NA,NA,NA,9.4,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,65,15,65,NA,NA
"14:00:00 02/02/1999",NA,NA,NA,NA,NA,NA,40,65,55,65,NA,NA,NA,NA,8.8,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,9,65,23,65,NA,NA
"14:00:00 02/03/1994",NA,NA,NA,NA,NA,NA,25,65,61,65,NA,NA,NA,NA,9,65,7.5,65,0.007,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,17,65,13,65,23,65,NA,NA
"14:00:00 04/02/1992",NA,NA,NA,NA,NA,NA,15,65,50,65,NA,NA,NA,NA,8.6,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,12,65,18,65,20.5,65,NA,NA
"14:00:00 04/02/2013",NA,NA,NA,NA,NA,NA,8,1,31,1,NA,NA,NA,NA,7.9,1,7.4,1,0.004,1,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,3,1,5.2,1,22.8,1,NA,NA
"14:00:00 04/08/1986",NA,NA,4.1,65,5,65,40,65,48,65,NA,NA,NA,NA,12,65,6.9,65,NA,NA,NA,NA,18,65,0.46,65,0.75,65,1.9,65,0.01,65,NA,NA,0.04,65,0.9,65,3.5,65,4.3,65,1.4,65,17,65,42,65,NA,NA,4,65,0.006,65,4,65,7.1,65,9,65,NA,NA
"14:00:00 05/09/1990",NA,NA,NA,NA,NA,NA,40,65,46,65,NA,NA,NA,NA,11.4,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.09,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,23,65,11.5,65,NA,NA
"14:00:00 05/10/2000",NA,NA,NA,NA,NA,NA,20,65,37,65,NA,NA,NA,NA,10.2,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,4,65,7.8,65,14.5,65,NA,NA
"14:00:00 06/09/1977",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,11.7,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,65,10,65,NA,NA
