"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"14:50:00 22/08/2011",25,1,155,1,NA,NA,NA,NA,9.7,1,7.1,1,0.004,1,0.29,1,0.47,1,NA,NA,NA,NA,0.019,1,6,1,12.1,1,12,1,NA,NA
"14:50:00 23/01/2012",25,1,300,1,NA,NA,NA,NA,8.4,1,7.5,1,0.008,1,0.41,1,0.004,1,NA,NA,NA,NA,0.027,1,7,1,10.3,1,25.6,1,NA,NA
"14:50:00 28/06/2010",18,1,160,1,NA,NA,NA,NA,10.1,1,7.3,1,0.002,1,0.1,1,0.012,1,NA,NA,NA,NA,0.005,1,5,1,9.7,1,10,1,NA,NA
"14:53:00 01/11/1998",NA,NA,NA,NA,107,1,9.57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1,0.041,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:54:00 16/06/2016",14,1,288,1,NA,NA,NA,NA,10.1,1,7.7,1,0.009,1,0.28,1,0.47,1,NA,NA,NA,NA,0.044,1,4,1,6.8,1,9.7,1,NA,NA
"14:55:00 04/05/2010",27,1,315.4,1,NA,NA,NA,NA,9.3,1,7.4,1,0.003,1,0.4,1,0.018,1,NA,NA,NA,NA,0.046,1,13,1,18.1,1,16.8,1,NA,NA
"14:55:00 15/03/2010",30,1,212.1,1,NA,NA,NA,NA,7.9,1,7.3,1,0.001,1,0.23,1,0.007,1,NA,NA,NA,NA,0.017,1,6,1,11.6,1,23.5,1,NA,NA
"14:55:00 15/09/2009",10,1,358.8,1,NA,NA,NA,NA,9.8,1,7.6,1,0.001,1,0.22,1,0.016,1,NA,NA,NA,NA,0.126,1,11,1,19,1,17.3,1,NA,NA
"14:55:00 16/07/2008",11,65,74,65,NA,NA,NA,NA,11.6,65,6.7,65,0.003,65,0.17,65,0.41,65,NA,NA,NA,NA,0.01,65,3,65,10.5,65,10.7,65,NA,NA
"14:58:00 23/08/2017",16,1,464,1,NA,NA,NA,NA,10.5,1,7.6,1,0.01,1,0.27,1,0.29,1,NA,NA,NA,NA,0.024,1,9,1,14,1,11.8,1,NA,NA
"15:00:00 06/08/2012",20,1,237,1,NA,NA,NA,NA,10,1,7.3,1,0.003,1,0.22,1,0.38,1,NA,NA,NA,NA,0.015,1,7,1,13,1,10.7,1,NA,NA
"15:00:00 07/04/2010",25,1,284.6,1,NA,NA,NA,NA,8.4,1,7.5,1,0.001,1,0.41,1,0.009,1,NA,NA,NA,NA,0.008,1,11,1,18.5,1,21.4,1,NA,NA
"15:00:00 09/06/2009",16,65,340,65,NA,NA,NA,NA,10.4,65,7.1,65,0.003,65,0.51,65,0.1,65,NA,NA,NA,NA,0.06,65,20,65,24.2,65,11.5,65,NA,NA
"15:00:00 09/07/2012",22,1,183,1,NA,NA,NA,NA,10.7,1,7,1,0.01,1,0.26,1,0.46,1,NA,NA,NA,NA,0.014,1,6,1,11.5,1,8.8,1,NA,NA
"15:00:00 11/06/2015",20,1,88,1,NA,NA,NA,NA,10.1,1,7.2,1,0.006,1,0.22,1,0.21,1,NA,NA,NA,NA,0.024,1,5,1,10.3,1,9.9,1,NA,NA
"15:00:00 12/12/2012",18,1,389,1,NA,NA,NA,NA,6.4,1,7.2,1,0.003,1,0.46,1,0.004,1,NA,NA,NA,NA,0.031,1,10,1,11.9,1,25.7,1,NA,NA
"15:00:00 14/01/2013",20,1,501,1,NA,NA,NA,NA,8.5,1,7.4,1,0.003,1,0.57,1,0.003,1,NA,NA,NA,NA,0.044,1,16,1,15.6,1,25.2,1,NA,NA
"15:00:00 15/06/2010",32,1,160,1,NA,NA,NA,NA,10.5,1,7.3,1,0.001,1,0.2,1,0.034,1,NA,NA,NA,NA,0.007,1,8,1,13.4,1,11.1,1,NA,NA
"15:00:00 15/12/2009",20,1,166.9,1,NA,NA,NA,NA,8.3,1,7.6,1,0.004,1,0.29,1,0.007,1,NA,NA,NA,NA,0.02,1,8,1,13.1,1,24.4,1,NA,NA
"15:00:00 17/12/2013",40,1,165,1,NA,NA,NA,NA,8.4,1,7.1,1,0.003,1,0.23,1,0.005,1,NA,NA,NA,NA,0.023,1,11,1,12.4,1,23.4,1,NA,NA
"15:00:00 21/07/2014",18,1,199,1,NA,NA,NA,NA,10.1,1,7.3,1,0.003,1,0.2,1,0.18,1,NA,NA,NA,NA,0.016,1,8,1,10.8,1,10.6,1,NA,NA
"15:00:00 21/09/2009",12,1,336.7,1,NA,NA,NA,NA,9.8,1,7.4,1,0.001,1,0.25,1,0.003,1,NA,NA,NA,NA,0.024,1,10,1,17.3,1,17.9,1,NA,NA
"15:00:00 25/09/2013",22,1,292,1,NA,NA,NA,NA,10.1,1,7.2,1,0.003,1,0.48,1,0.24,1,NA,NA,NA,NA,0.024,1,12,1,12.8,1,19.8,1,NA,NA
"15:00:00 26/03/2012",45,1,191,1,NA,NA,NA,NA,7.5,1,6.8,1,0.017,1,0.42,1,0.15,1,NA,NA,NA,NA,0.048,1,10,1,13.8,1,17.9,1,NA,NA
"15:00:00 27/11/2013",35,1,130,1,NA,NA,NA,NA,10,1,6.9,1,0.003,1,0.24,1,0.041,1,NA,NA,NA,NA,0.028,1,12,1,18.5,1,20.5,1,NA,NA
"15:00:00 29/08/2019",10,1,317,1,NA,NA,NA,NA,11,1,7.7,1,0.01,1,0.27,1,0.042,1,NA,NA,NA,NA,0.043,1,14,1,13.1,1,12.2,1,NA,NA
"15:00:00 30/08/2010",16,1,133,1,NA,NA,NA,NA,10.1,1,7.4,1,0.003,1,0.17,1,0.003,1,NA,NA,NA,NA,0.012,1,7,1,11.1,1,13.5,1,NA,NA
"15:02:00 04/03/2013",16,1,576,1,NA,NA,NA,NA,6.1,1,7.3,1,0.003,1,0.52,1,0.006,1,NA,NA,NA,NA,0.03,1,13,1,10.2,1,24.3,1,NA,NA
"15:03:00 11/02/2013",12,1,580,1,NA,NA,NA,NA,8.5,1,7.7,1,0.003,1,0.44,1,0.003,1,NA,NA,NA,NA,0.023,1,12,1,7.2,1,20.4,1,NA,NA
"15:03:00 24/01/1999",NA,NA,NA,NA,95,1,8.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,0.012,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:05:00 27/09/2011",30,1,238,1,NA,NA,NA,NA,10.4,1,7.3,1,0.004,1,0.32,1,0.12,1,NA,NA,NA,NA,0.03,1,6,1,11.1,1,15.7,1,NA,NA
"15:09:00 13/12/2016",32,1,215,1,NA,NA,NA,NA,9.1,1,7.5,1,0.003,1,0.27,1,0.003,1,NA,NA,NA,NA,0.021,1,13,1,14.6,1,23.9,1,NA,NA
"15:10:00 23/08/2010",16,1,114,1,NA,NA,NA,NA,10.8,1,7.4,1,0.003,1,0.19,1,0.003,1,NA,NA,NA,NA,0.012,1,8,1,11.9,1,11.9,1,NA,NA
"15:10:00 30/05/2011",18,1,171,1,NA,NA,NA,NA,8.7,1,7.2,1,0.003,1,0.3,1,0.013,1,NA,NA,NA,NA,0.033,1,7,1,12.4,1,13.1,1,NA,NA
"15:11:00 20/04/2016",20,1,261,1,NA,NA,NA,NA,NA,153,7.3,1,0.009,1,0.33,1,0.11,1,NA,NA,NA,NA,0.025,1,6,1,10,1,19.2,1,NA,NA
"15:14:00 14/02/1999",NA,NA,NA,NA,120,1,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,1,0.026,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:15:00 02/04/2012",45,1,177,1,NA,NA,NA,NA,8.3,1,7.2,1,0.006,1,0.29,1,0.11,1,NA,NA,NA,NA,0.022,1,6,1,9.9,1,20.6,1,NA,NA
"15:15:00 04/07/2013",35,1,203,1,NA,NA,NA,NA,10.7,1,6.8,1,0.012,1,0.46,1,0.48,1,NA,NA,NA,NA,0.066,1,18,1,18.6,1,10.4,1,NA,NA
"15:15:00 06/06/2011",16,1,102,1,NA,NA,NA,NA,10.2,1,6.8,1,0.003,1,0.16,1,0.003,1,NA,NA,NA,NA,0.012,1,5,1,8.3,1,11.3,1,NA,NA
"15:15:00 08/07/2009",15,1,448.7,1,NA,NA,NA,NA,9.3,1,7.3,1,0.001,1,0.3,1,0.052,1,NA,NA,NA,NA,0.009,1,10,1,19.3,1,9.4,1,NA,NA
"15:15:00 10/09/2013",22,1,258,1,NA,NA,NA,NA,9.8,1,7.3,1,0.003,1,0.26,1,0.24,1,NA,NA,NA,NA,0.021,1,6,1,10.5,1,16.1,1,NA,NA
"15:15:00 11/08/2014",16,1,238,1,NA,NA,NA,NA,11.6,1,7.4,1,0.003,1,0.28,1,0.21,1,NA,NA,NA,NA,0.02,1,8,1,10.2,1,10.4,1,NA,NA
"15:15:00 13/03/2013",14,1,603,1,NA,NA,NA,NA,7.3,1,7.3,1,0.007,1,0.52,1,0.003,1,NA,NA,NA,NA,0.036,1,16,1,11,1,26.2,1,NA,NA
"15:15:00 16/04/2012",45,1,239,1,NA,NA,NA,NA,8.8,1,6.8,1,0.014,1,0.36,1,0.1,1,NA,NA,NA,NA,0.04,1,11,1,17,1,17.6,1,NA,NA
"15:15:00 18/03/2015",20,1,312,1,NA,NA,NA,NA,7.4,1,7.4,1,0.003,1,0.48,1,0.017,1,NA,NA,NA,NA,0.029,1,9,1,13.3,1,23.2,1,NA,NA
"15:15:00 19/07/2012",18,1,203,1,NA,NA,NA,NA,10.4,1,7.2,1,0.003,1,0.21,1,0.42,1,NA,NA,NA,NA,0.017,1,6,1,12.2,1,9.9,1,NA,NA
"15:15:00 26/06/2012",30,1,186,1,NA,NA,NA,NA,9.1,1,6.8,1,0.005,1,0.34,1,0.48,1,NA,NA,NA,NA,0.035,1,8,1,16.8,1,9.7,1,NA,NA
"15:15:00 27/08/2012",20,1,230,1,NA,NA,NA,NA,10.8,1,7.3,1,0.003,1,0.27,1,0.23,1,NA,NA,NA,NA,0.017,1,7,1,17.8,1,12.7,1,NA,NA
"15:15:00 28/05/2008",19,65,288,65,NA,NA,NA,NA,8.8,65,7.3,65,0.003,65,0.33,65,0.16,65,NA,NA,NA,NA,0.02,65,10,65,13.6,65,13.6,65,NA,NA
"15:15:00 30/04/2012",32,1,236,1,NA,NA,NA,NA,9.3,1,7.4,1,0.006,1,0.33,1,0.16,1,NA,NA,NA,NA,0.041,1,11,1,19.7,1,15.4,1,NA,NA
"15:20:00 10/01/1999",NA,NA,NA,NA,89,1,7.88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1,0.021,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:20:00 15/04/2013",12,1,582,1,NA,NA,NA,NA,7.6,1,7.3,1,0.003,1,0.42,1,0.042,1,NA,NA,NA,NA,0.027,1,9,1,9.2,1,17.5,1,NA,NA
"15:20:00 16/08/2010",10,1,134,1,NA,NA,NA,NA,10.6,1,7.3,1,0.003,1,0.17,1,0.046,1,NA,NA,NA,NA,0.015,1,8,1,10.7,1,10.4,1,NA,NA
"15:20:00 27/04/2010",28,1,273.3,1,NA,NA,NA,NA,7.6,1,7.1,1,0.001,1,0.4,1,0.002,1,NA,NA,NA,NA,0.033,1,15,1,17.4,1,16.7,1,NA,NA
"15:21:00 07/03/1999",NA,NA,NA,NA,100,1,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:25:00 14/08/2007",NA,NA,368,65,NA,NA,NA,NA,12.3,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,65,11.9,65,NA,NA
"15:25:00 15/09/2015",24,1,186,1,NA,NA,NA,NA,9.9,1,6.9,1,0.003,1,0.3,1,0.08,1,NA,NA,NA,NA,0.025,1,11,1,12,1,16.7,1,NA,NA
"15:29:00 29/09/2015",20,1,103,1,NA,NA,NA,NA,9.9,1,7,1,0.003,1,0.3,1,0.061,1,NA,NA,NA,NA,0.032,1,10,1,12.5,1,17.8,1,NA,NA
"15:30:00 02/02/2010",18,1,333.6,1,NA,NA,NA,NA,7.7,1,7.2,1,0.002,1,0.58,1,0.016,1,NA,NA,NA,NA,0.045,1,6,1,16.7,1,30.4,1,NA,NA
"15:30:00 03/08/2010",12,1,117,1,NA,NA,NA,NA,10.7,1,8.1,1,0.003,1,0.22,1,0.004,1,NA,NA,NA,NA,0.023,1,16,1,20,1,11.8,1,NA,NA
"15:30:00 03/09/2012",20,1,214,1,NA,NA,NA,NA,10.8,1,7.4,1,0.003,1,0.21,1,0.22,1,NA,NA,NA,NA,0.017,1,7,1,12.1,1,13.6,1,NA,NA
"15:30:00 06/05/2013",14,1,518,1,NA,NA,NA,NA,10.1,1,7.3,1,0.003,1,0.4,1,0.037,1,NA,NA,NA,NA,0.027,1,9,1,10.4,1,14.6,1,NA,NA
"15:30:00 08/10/2015",30,1,270,1,NA,NA,NA,NA,8.9,1,7.8,1,0.003,1,0.35,1,0.021,1,NA,NA,NA,NA,0.03,1,10,1,16.2,1,20.4,1,NA,NA
"15:30:00 09/09/2010",14,1,144,1,NA,NA,NA,NA,9.9,1,7,1,0.003,1,0.19,1,0.007,1,NA,NA,NA,NA,0.028,1,5,1,10.4,1,13.8,1,NA,NA
"15:30:00 10/04/2012",50,1,209,1,NA,NA,NA,NA,8,1,7.2,1,0.008,1,0.36,1,0.086,1,NA,NA,NA,NA,0.043,1,9,1,15.1,1,16,1,NA,NA
"15:30:00 10/08/2015",72,1,159,1,NA,NA,NA,NA,10.3,1,7.4,1,0.003,1,0.15,1,0.15,1,NA,NA,NA,NA,0.012,1,6,1,10.2,1,10.8,1,NA,NA
"15:30:00 10/09/2012",20,1,221,1,NA,NA,NA,NA,10.3,1,7.4,1,0.003,1,0.26,1,0.22,1,NA,NA,NA,NA,0.023,1,7,1,13.8,1,14.5,1,NA,NA
"15:30:00 12/06/2014",20,1,237,1,NA,NA,NA,NA,9.3,1,7.8,1,0.005,1,0.27,1,0.24,1,NA,NA,NA,NA,0.028,1,8,1,10.8,1,12.1,1,NA,NA
"15:30:00 18/02/2013",16,1,550,1,NA,NA,NA,NA,6.3,1,7.2,1,0.003,1,0.45,1,0.006,1,NA,NA,NA,NA,0.031,1,8,1,10.7,1,27,1,NA,NA
"15:30:00 20/08/2008",16,65,199,65,NA,NA,NA,NA,10.1,65,6.8,65,0.003,65,0.28,65,0.21,65,NA,NA,NA,NA,0.02,65,14,65,19.6,65,11.4,65,NA,NA
"15:30:00 21/06/2010",27,1,159,1,NA,NA,NA,NA,9.1,1,7.4,1,0.003,1,0.06,1,0.014,1,NA,NA,NA,NA,0.009,1,8,1,12.2,1,11.4,1,NA,NA
"15:30:00 21/08/2012",18,1,270,1,NA,NA,NA,NA,10.6,1,7.1,1,0.003,1,0.25,1,0.31,1,NA,NA,NA,NA,0.022,1,8,1,9.8,1,12.1,1,NA,NA
"15:30:00 21/08/2014",NA,180,78,1,NA,NA,NA,NA,10.6,1,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,1,11.5,1,NA,NA
"15:30:00 27/03/2013",16,1,634,1,NA,NA,NA,NA,6.9,1,7.4,1,0.003,1,0.72,1,0.007,1,NA,NA,NA,NA,0.061,1,22,1,11.8,1,24.1,1,NA,NA
"15:32:00 21/10/2015",16,1,230,1,NA,NA,NA,NA,9.2,1,7.4,1,0.003,1,0.39,1,0.019,1,NA,NA,NA,NA,0.036,1,14,1,16.6,1,21.4,1,NA,NA
"15:35:00 02/09/2015",52,1,155,1,NA,NA,NA,NA,10.3,1,7.5,1,0.013,1,0.47,1,0.097,1,NA,NA,NA,NA,0.061,1,8,1,19.1,1,11.9,1,NA,NA
"15:35:00 13/06/1999",NA,NA,NA,NA,108,1,10.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,0.018,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:36:00 07/02/1999",NA,NA,NA,NA,101,1,8.42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,0.018,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:40:00 03/05/2011",25,1,157,1,NA,NA,NA,NA,9,1,7.2,1,0.004,1,0.28,1,0.01,1,NA,NA,NA,NA,0.029,1,5,1,9,1,16.9,1,NA,NA
"15:40:00 03/06/2009",22,65,313,65,NA,NA,NA,NA,9.3,65,6.5,65,0.003,65,0.51,65,0.1,65,NA,NA,NA,NA,0.06,65,21,65,31.7,65,13.4,65,NA,NA
"15:40:00 15/08/2011",45,1,108,1,NA,NA,NA,NA,10.9,1,6.7,1,0.018,1,0.46,1,0.41,1,NA,NA,NA,NA,0.059,1,31,1,54.7,1,9.4,1,NA,NA
"15:40:00 30/03/2011",20,1,147,1,NA,NA,NA,NA,8.1,1,6.9,1,0.003,1,0.27,1,0.003,1,NA,NA,NA,NA,0.014,1,7,1,10.4,1,20.8,1,NA,NA
"15:43:00 02/05/1999",NA,NA,NA,NA,110,1,10.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,1,0.011,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:45:00 01/07/2008",NA,NA,219,65,NA,NA,NA,NA,11.5,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,65,10.7,65,NA,NA
"15:45:00 15/05/2012",32,1,231,1,NA,NA,NA,NA,9.7,1,7.3,1,0.005,1,0.3,1,0.14,1,NA,NA,NA,NA,0.033,1,6,1,13.2,1,12.9,1,NA,NA
"15:46:00 04/04/1999",NA,NA,NA,NA,122,1,9.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,1,0.02,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:50:00 07/02/2013",16,1,497,1,NA,NA,NA,NA,6.8,1,7,1,0.003,1,0.42,1,0.003,1,NA,NA,NA,NA,0.028,1,11,1,10,1,25.8,1,NA,NA
"15:50:00 23/04/2012",40,1,262,1,NA,NA,NA,NA,7.9,1,7.1,1,0.012,1,0.4,1,0.12,1,NA,NA,NA,NA,0.04,1,10,1,13.7,1,19.2,1,NA,NA
"15:55:00 25/04/1999",NA,NA,NA,NA,129,1,10.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,0.014,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:55:00 25/07/2011",60,1,123,1,NA,NA,NA,NA,8.5,1,5.4,1,0.005,1,0.48,1,0.38,1,NA,NA,NA,NA,0.041,1,8,1,30.7,1,10,1,NA,NA
"16:00:00 01/09/2014",25,1,161,1,NA,NA,NA,NA,9.8,1,7.2,1,0.003,1,0.26,1,0.18,1,NA,NA,NA,NA,0.016,1,7,1,11.8,1,13.4,1,NA,NA
"16:00:00 03/07/2012",25,1,194,1,NA,NA,NA,NA,10.8,1,6.9,1,0.003,1,0.25,1,0.49,1,NA,NA,NA,NA,0.02,1,6,1,14.2,1,10,1,NA,NA
"16:00:00 09/12/2014",120,1,95,1,NA,NA,NA,NA,7.4,1,6.9,1,0.025,1,0.87,1,0.17,1,NA,NA,NA,NA,0.099,1,24,1,57.7,1,18.8,1,NA,NA
"16:00:00 13/08/2012",18,1,252,1,NA,NA,NA,NA,10.8,1,7.3,1,0.003,1,0.22,1,0.4,1,NA,NA,NA,NA,0.016,1,8,1,12.5,1,11.9,1,NA,NA
"16:00:00 17/11/2009",20,1,231.6,1,NA,NA,NA,NA,8.2,1,7.5,1,0.001,1,0.26,1,0.002,1,NA,NA,NA,NA,0.011,1,10,1,14,1,25.1,1,NA,NA
"16:00:00 21/05/2012",32,1,237,1,NA,NA,NA,NA,9.5,1,7.5,1,0.014,1,0.33,1,0.17,1,NA,NA,NA,NA,0.04,1,11,1,17.8,1,12,1,NA,NA
"16:00:00 22/04/2015",NA,180,185,1,NA,NA,NA,NA,8.7,1,7.4,1,0.003,1,0.37,1,0.099,1,NA,NA,NA,NA,0.039,1,7,1,12.2,1,16,1,NA,NA
"16:00:00 23/07/2012",22,1,216,1,NA,NA,NA,NA,9.9,1,6.6,1,0.003,1,0.25,1,0.37,1,NA,NA,NA,NA,0.018,1,6,1,14.8,1,11.1,1,NA,NA
"16:00:00 25/02/2015",30,1,230,1,NA,NA,NA,NA,8.2,1,7.3,1,0.004,1,0.71,1,0.033,1,NA,NA,NA,NA,0.04,1,12,1,15.6,1,24.4,1,NA,NA
"16:00:00 29/05/2012",32,1,284,1,NA,NA,NA,NA,9.9,1,6.9,1,0.008,1,0.46,1,0.24,1,NA,NA,NA,NA,0.064,1,16,1,26.4,1,12.3,1,NA,NA
"16:00:00 30/07/2012",20,1,218,1,NA,NA,NA,NA,10.6,1,7.2,1,0.003,1,0.23,1,0.41,1,NA,NA,NA,NA,0.013,1,6,1,12.3,1,10.5,1,NA,NA
"16:05:00 08/10/2012",25,1,274,1,NA,NA,NA,NA,10.5,1,7.3,1,0.003,1,0.41,1,0.23,1,NA,NA,NA,NA,0.033,1,16,1,15.1,1,16.4,1,NA,NA
"16:05:00 25/09/2007",20,65,311,65,NA,NA,NA,NA,9.3,65,7.3,65,0.003,65,0.37,65,0.25,65,NA,NA,NA,NA,0.02,65,8,65,11.8,65,16.9,65,NA,NA
"16:08:00 01/08/1999",NA,NA,NA,NA,104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:09:00 10/07/2013",32,1,215,1,NA,NA,NA,NA,9.8,1,7.2,1,0.017,1,0.44,1,0.52,1,NA,NA,NA,NA,0.054,1,46,1,14.4,1,11.1,1,NA,NA
"16:10:00 09/04/2008",25,65,263,65,NA,NA,NA,NA,9.8,65,7.2,65,0.003,65,0.28,65,0.04,65,NA,NA,NA,NA,0.01,65,8,65,12.9,65,19.6,65,NA,NA
"16:15:00 14/04/2015",NA,180,214,1,NA,NA,NA,NA,8.2,1,7.2,1,0.018,1,0.83,1,0.072,1,NA,NA,NA,NA,0.094,1,11,1,19,1,16.9,1,NA,NA
"16:15:00 24/09/2012",24,1,273,1,NA,NA,NA,NA,9.5,1,7.4,1,0.003,1,0.34,1,0.2,1,NA,NA,NA,NA,0.026,1,9,1,12.1,1,15.1,1,NA,NA
"16:20:00 27/08/2014",35,1,123,1,NA,NA,NA,NA,10.4,1,6.1,1,0.003,1,0.38,1,0.2,1,NA,NA,NA,NA,0.021,1,8,1,12.3,1,12.6,1,NA,NA
"16:25:00 22/04/2008",25,65,310,65,NA,NA,NA,NA,7.9,65,7.5,65,0.003,65,0.47,65,0.03,65,NA,NA,NA,NA,0.03,65,8,65,11.9,65,17.2,65,NA,NA
"16:25:00 27/08/2008",14,65,152,65,NA,NA,NA,NA,9.3,65,7.2,65,0.003,65,0.18,65,0.2,65,NA,NA,NA,NA,0.01,65,8,65,16.1,65,12.2,65,NA,NA
"16:30:00 02/10/2007",20,65,300,65,NA,NA,NA,NA,10.3,65,7.4,65,0.003,65,0.32,65,0.24,65,NA,NA,NA,NA,0.01,65,7,65,10.4,65,17.2,65,NA,NA
"16:30:00 28/05/2014",30,1,293,1,NA,NA,NA,NA,9.4,1,7.3,1,0.005,1,0.33,1,0.14,1,NA,NA,NA,NA,0.039,1,11,1,6.3,1,15.4,1,NA,NA
"17:30:00 21/08/2014",80,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,0.45,1,0.24,1,NA,NA,NA,NA,0.037,1,24,1,NA,NA,NA,NA,NA,NA
