"Date","AmmoniaasN","AmmoniaasN_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"12:45:00 16/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:45:00 26/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:45:00 28/09/2006",NA,NA,40,65,303,65,NA,NA,NA,NA,9.9,65,6.8,65,0.006,65,0.49,65,0.18,65,NA,NA,0.04,65,15,65,22,65,NA,NA,NA,NA
"12:50:00 08/09/2003",NA,NA,45,65,330,65,NA,NA,NA,NA,11,65,7,65,0.008,65,0.49,65,0.75,65,NA,NA,0.04,65,19,65,NA,NA,12.3,65,NA,NA
"12:50:00 14/02/2012",NA,NA,70,1,268,1,NA,NA,NA,NA,8.1,1,7.4,1,0.006,1,0.7,1,0.18,1,NA,NA,0.092,1,41,1,43,1,22,1,NA,NA
"12:50:00 16/08/2006",NA,NA,35,65,456,65,NA,NA,NA,NA,10.8,65,7,65,0.003,65,0.51,65,0.53,65,NA,NA,0.02,65,18,65,20,65,11.6,65,NA,NA
"12:50:00 19/05/2003",NA,NA,NA,NA,NA,NA,231,1,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,1,0.05,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:50:00 27/11/2000",NA,NA,NA,NA,NA,NA,276,1,7.85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:51:00 08/09/2003",NA,NA,NA,NA,NA,NA,244,1,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.052,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:55:00 03/11/2004",NA,NA,50,65,320,65,NA,NA,NA,NA,9.2,65,6.9,65,0.003,65,0.61,65,0.45,65,NA,NA,0.05,65,24,65,28,65,16.2,65,NA,NA
"13:00:00 04/05/2004",NA,NA,60,65,280,65,NA,NA,NA,NA,9.7,65,6.6,65,0.01,65,0.57,65,0.43,65,NA,NA,0.04,65,34,65,32,65,13.2,65,NA,NA
"13:00:00 10/01/2013",NA,NA,56,1,315,1,NA,NA,NA,NA,9,1,6.9,1,0.004,1,0.67,1,0.17,1,NA,NA,0.079,1,51,1,51,1,23,1,NA,NA
"13:00:00 13/09/2005",NA,NA,50,65,288,65,NA,NA,NA,NA,9.9,65,7.3,65,0.004,65,0.52,65,0.44,65,NA,NA,0.05,65,46,65,48,65,NA,NA,NA,NA
"13:00:00 15/10/2009",NA,NA,50,1,369.7,1,NA,NA,NA,NA,9.3,1,7.2,1,0.006,1,0.5,1,0.704,1,NA,NA,0.112,1,93,1,151,1,13,1,NA,NA
"13:00:00 20/01/2011",NA,NA,50,1,390,1,NA,NA,NA,NA,7.4,1,7.1,1,0.005,1,0.75,1,0.31,1,NA,NA,0.081,1,36,1,44,1,21.5,1,NA,NA
"13:00:00 21/03/2011",NA,NA,50,1,378,1,NA,NA,NA,NA,7.7,1,7.1,1,0.004,1,0.63,1,0.23,1,NA,NA,0.07,1,26,1,33,1,20.5,1,NA,NA
"13:00:00 25/10/2006",NA,NA,25,65,NA,NA,NA,NA,NA,NA,10,65,7.2,65,0.003,65,0.56,65,0.19,65,NA,NA,0.09,65,32,65,32,65,17,65,NA,NA
"13:01:00 04/05/2004",NA,NA,NA,NA,NA,NA,215,1,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.066,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:05:00 12/05/2005",NA,NA,40,65,340,65,NA,NA,NA,NA,9.2,65,7.3,65,0.003,65,0.44,65,0.25,65,NA,NA,0.03,65,18,65,18,65,NA,NA,NA,NA
"13:08:00 25/01/1999",NA,NA,NA,NA,NA,NA,281,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,1,0.078,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:10:00 08/10/2008",NA,NA,35,65,443,65,NA,NA,NA,NA,10.9,65,7.3,65,0.005,65,0.68,65,0.31,65,NA,NA,0.05,65,16,65,16.9,65,14,65,NA,NA
"13:10:00 08/11/2011",NA,NA,64,1,233,1,NA,NA,NA,NA,8.2,1,6.9,1,0.007,1,0.66,1,0.66,1,NA,NA,0.092,1,72,1,80,1,20,1,NA,NA
"13:10:00 13/07/2005",NA,NA,45,65,305,65,NA,NA,NA,NA,10.5,65,7.1,65,0.01,65,0.45,65,0.64,65,NA,NA,0.04,65,18,65,23,65,NA,NA,NA,NA
"13:10:00 15/06/2004",NA,NA,40,65,350,65,NA,NA,NA,NA,7.8,65,7.5,65,0.003,65,0.38,65,0.34,65,NA,NA,0.03,65,14,65,18,65,9.2,65,NA,NA
"13:10:00 27/04/2006",NA,NA,35,65,325,65,NA,NA,NA,NA,9.2,65,7.1,65,0.003,65,0.49,65,0.31,65,NA,NA,0.03,65,17,65,19,65,15.2,65,NA,NA
"13:11:00 15/06/2004",NA,NA,NA,NA,NA,NA,239,1,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.056,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:15:00 02/06/2005",NA,NA,30,65,341,65,NA,NA,NA,NA,10.1,65,7.3,65,0.005,65,0.41,65,0.25,65,NA,NA,0.03,65,15,65,17,65,NA,NA,NA,NA
"13:15:00 09/02/2011",NA,NA,140,1,340,1,NA,NA,NA,NA,6.6,1,6.8,1,0.035,1,1.2,1,0.75,1,NA,NA,0.12,1,48,1,71,1,20,1,NA,NA
"13:15:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1,0.69,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:15:00 13/10/2005",NA,NA,70,65,308,65,NA,NA,NA,NA,12.6,65,6.8,65,0.01,65,0.95,65,0.07,65,NA,NA,0.12,65,39,65,55,65,NA,NA,NA,NA
"13:18:00 18/11/2002",NA,NA,NA,NA,NA,NA,308,1,8.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.079,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:20:00 03/03/2010",NA,NA,38,1,246.5,1,NA,NA,NA,NA,9.1,1,7.1,1,0.002,1,0.39,1,0.049,1,NA,NA,0.043,1,24,1,27,1,21.5,1,NA,NA
"13:20:00 09/08/2004",NA,NA,45,65,340,65,NA,NA,NA,NA,11.5,65,6.5,65,0.008,65,0.99,65,0.79,65,NA,NA,0.06,65,22,65,29,65,10.8,65,NA,NA
"13:20:00 12/07/2004",NA,NA,45,65,350,65,NA,NA,NA,NA,10.8,65,6.7,65,0.004,65,0.68,65,1.2,65,NA,NA,0.05,65,24,65,35,65,9.9,65,NA,NA
"13:20:00 20/10/2010",NA,NA,90,1,300,1,NA,NA,NA,NA,8,1,7,1,0.012,1,1.1,1,0.79,1,NA,NA,0.14,1,42,1,64,1,14.5,1,NA,NA
"13:20:00 23/04/1997",NA,NA,NA,NA,NA,NA,271,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,1,NA,NA,NA,NA,NA,NA,7.33,1
"13:21:00 09/08/2004",NA,NA,NA,NA,NA,NA,246,1,11.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.074,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:21:00 12/07/2004",NA,NA,NA,NA,NA,NA,245,1,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.08,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:25:00 05/04/2004",NA,NA,30,65,320,65,NA,NA,NA,NA,9.8,65,7.6,65,0.005,65,0.38,65,0.11,65,NA,NA,0.04,65,14,65,17,65,18.9,65,NA,NA
"13:25:00 26/07/2006",NA,NA,45,65,330,65,NA,NA,NA,NA,11.3,65,7.2,65,0.006,65,0.48,65,0.59,65,NA,NA,0.03,65,24,65,28,65,11.4,65,NA,NA
"13:26:00 05/04/2004",NA,NA,NA,NA,NA,NA,250,1,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,1,0.042,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:30:00 11/03/1997",NA,NA,NA,NA,NA,NA,240,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1,NA,NA,NA,NA,NA,NA,7.75,1
"13:35:00 09/01/2008",NA,NA,90,65,318,65,NA,NA,NA,NA,8.5,65,7.2,65,0.003,65,0.61,65,0.25,65,NA,NA,0.08,65,23,65,32.6,65,25.7,65,NA,NA
"13:40:00 04/03/2009",NA,NA,32,65,325,65,NA,NA,NA,NA,8.8,65,7.3,65,0.003,65,0.67,65,0.06,65,NA,NA,0.08,65,36,65,34,65,17.7,65,NA,NA
"13:40:00 14/11/2012",NA,NA,50,1,270,1,NA,NA,NA,NA,8.3,1,7.2,1,0.005,1,0.63,1,0.57,1,NA,NA,0.086,1,42,1,62,1,19,1,NA,NA
"13:40:00 27/02/1997",NA,NA,NA,NA,NA,NA,250,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,1,NA,NA,NA,NA,NA,NA,7.79,1
"13:45:00 05/12/2012",NA,NA,50,1,322,1,NA,NA,NA,NA,7.5,1,7,1,0.004,1,0.64,1,0.46,1,NA,NA,0.083,1,48,1,80,1,17.5,1,NA,NA
"13:45:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1,0.86,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:45:00 16/06/2010",NA,NA,48,1,395,1,NA,NA,NA,NA,9.9,1,7,1,0.001,1,0.09,1,1.06,1,NA,NA,0.031,1,30,1,50,1,9.5,1,NA,NA
"13:45:00 18/03/1997",NA,NA,NA,NA,NA,NA,250,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,1,NA,NA,NA,NA,NA,NA,7.7,1
"13:50:00 10/12/2008",NA,NA,40,65,292,65,NA,NA,NA,NA,7.3,65,7.1,65,0.003,65,0.46,65,0.26,65,NA,NA,0.04,65,24,65,23,65,20,65,NA,NA
"13:50:00 11/02/2009",NA,NA,40,65,416,65,NA,NA,NA,NA,7.7,65,7.2,65,0.003,65,0.5,65,0.11,65,NA,NA,0.05,65,2,65,25,65,18,65,NA,NA
"13:50:00 22/02/2007",NA,NA,35,65,329,65,NA,NA,NA,NA,8.1,65,7.3,65,0.01,65,0.35,65,0.18,65,NA,NA,0.02,65,18,65,NA,NA,27.1,65,NA,NA
"14:00:00 09/10/2012",NA,NA,48,1,215,1,NA,NA,NA,NA,9.1,1,7.1,1,0.008,1,0.73,1,0.67,1,NA,NA,0.098,1,35,1,67,1,14.5,1,NA,NA
"14:00:00 13/02/1997",NA,NA,NA,NA,NA,NA,240,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,1,NA,NA,NA,NA,NA,NA,7.4,1
"14:05:00 18/11/2008",NA,NA,47,65,286,65,NA,NA,NA,NA,7.2,65,7.1,65,0.003,65,0.74,65,0.03,65,NA,NA,0.09,65,43,65,60,65,21,65,NA,NA
"14:09:00 20/11/2000",NA,NA,NA,NA,NA,NA,266,1,7.56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.096,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:10:00 04/02/1997",NA,NA,NA,NA,NA,NA,200,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49,1
"14:15:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1,0.88,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:15:00 15/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:15:00 18/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:30:00 04/03/1997",NA,NA,NA,NA,NA,NA,280,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1,NA,NA,NA,NA,NA,NA,7.37,1
"14:30:00 09/04/2013",NA,NA,40,1,283,1,NA,NA,NA,NA,8.3,1,7.4,1,0.003,1,0.58,1,0.19,1,NA,NA,0.057,1,30,1,29,1,19.5,1,NA,NA
"14:30:00 09/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:30:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:35:00 02/04/1997",NA,NA,NA,NA,NA,NA,230,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1,NA,NA,NA,NA,NA,NA,7.45,1
"14:35:00 05/03/1997",NA,NA,NA,NA,NA,NA,270,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1,NA,NA,NA,NA,NA,NA,7.36,1
"14:45:00 03/09/2000",NA,NA,NA,NA,NA,NA,337,1,10.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:45:00 04/09/2008",NA,NA,40,65,404,65,NA,NA,NA,NA,9.5,65,7.3,65,0.003,65,0.53,65,0.8,65,NA,NA,0.05,65,26,65,24,65,12.8,65,NA,NA
"14:45:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1,0.63,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:45:00 21/09/2011",NA,NA,50,1,315,1,NA,NA,NA,NA,9,1,7.1,1,0.014,1,0.72,1,0.58,1,NA,NA,0.099,1,51,1,69,1,14,1,NA,NA
"14:50:00 25/08/2003",NA,NA,NA,NA,NA,NA,245,1,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.093,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:00:00 07/05/2000",NA,NA,NA,NA,NA,NA,161,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,1,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:00:00 11/07/2012",NA,NA,56,1,240,1,NA,NA,NA,NA,10.4,1,7.3,1,0.007,1,0.69,1,0.83,1,NA,NA,0.094,1,28,1,90,1,10.5,1,NA,NA
"15:03:00 10/10/2007",NA,NA,50,65,327,65,NA,NA,NA,NA,8.2,65,7.2,65,0.003,65,0.53,65,0.56,65,NA,NA,0.05,65,26,65,31.8,65,16,65,NA,NA
"15:05:00 17/05/2007",NA,NA,40,65,424,65,NA,NA,NA,NA,8.3,65,7.1,65,0.004,65,0.58,65,0.2,65,NA,NA,0.05,65,7,65,18,65,15.7,65,NA,NA
"15:10:00 21/06/2012",NA,NA,60,1,235,1,NA,NA,NA,NA,10.6,1,7,1,0.014,1,0.8,1,0.59,1,NA,NA,0.12,1,60,1,79,1,10,1,NA,NA
"15:13:00 16/06/2003",NA,NA,NA,NA,NA,NA,211,1,9.83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,1,0.075,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:15:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.44,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:15:00 24/02/1997",NA,NA,NA,NA,NA,NA,300,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,1,NA,NA,NA,NA,NA,NA,7.76,1
"15:15:00 26/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:25:00 17/09/2009",NA,NA,40,1,367.1,1,NA,NA,NA,NA,8.1,1,7,1,0.003,1,0.65,1,0.588,1,NA,NA,0.033,1,20,1,25.8,1,14,1,NA,NA
"15:30:00 08/07/2009",NA,NA,40,1,378.1,1,NA,NA,NA,NA,10.3,1,7.1,1,0.007,1,0.05,1,1.1,1,NA,NA,0.006,1,14,1,18.6,1,9.2,1,NA,NA
"15:30:00 11/05/2011",NA,NA,50,1,350,1,NA,NA,NA,NA,9.6,1,7.2,1,0.006,1,0.65,1,0.53,1,NA,NA,0.072,1,4,1,36,1,11,1,NA,NA
"15:30:00 11/08/2008",NA,NA,40,65,448,65,NA,NA,NA,NA,9.9,65,7.1,65,0.003,65,0.59,65,0.81,65,NA,NA,0.07,65,25,65,36,65,10,65,NA,NA
"15:30:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.31,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:45:00 06/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1,0.094,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:45:00 16/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:54:00 18/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:00:00 02/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:00:00 07/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.089,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:00:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:00:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,1,0.98,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:00:00 24/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:00:00 25/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:15:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:15:00 31/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:17:00 20/08/2000",NA,NA,NA,NA,NA,NA,336,1,10.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.066,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:30:00 08/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.088,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:45:00 23/10/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,1,NA,NA,NA,NA,NA,NA,NA,NA
"16:55:00 14/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143,1,NA,NA,NA,NA,NA,NA,NA,NA
"17:15:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:00:00 31/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:02:00 25/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:10:00 14/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:15:00 01/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.099,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:15:00 16/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:15:00 16/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:30:00 23/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:45:00 30/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:54:00 08/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153,1,NA,NA,NA,NA,NA,NA,NA,NA
"18:55:00 14/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:00:00 17/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:15:00 08/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.094,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:15:00 18/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:15:00 31/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:30:00 14/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:30:00 24/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:45:00 07/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.097,1,NA,NA,NA,NA,NA,NA,NA,NA
"19:47:00 25/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159,1,NA,NA,NA,NA,NA,NA,NA,NA
"20:15:00 02/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"20:30:00 24/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,1,NA,NA,NA,NA,NA,NA,NA,NA
"20:30:00 31/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA
"20:40:00 14/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,1,NA,NA,NA,NA,NA,NA,NA,NA
"20:45:00 07/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.058,1,NA,NA,NA,NA,NA,NA,NA,NA
"20:54:00 08/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,1,NA,NA,NA,NA,NA,NA,NA,NA
"21:00:00 01/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA
"21:00:00 18/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA
