"Date","AluminiumasAl","AluminiumasAl_Qual","AmmoniaasN","AmmoniaasN_Qual","BicarbonateAlkalinityasCaCO3","BicarbonateAlkalinityasCaCO3_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","CarbonateAlkalinityasCaCO3","CarbonateAlkalinityasCaCO3_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HydroxideAlkalinityasCaCO3","HydroxideAlkalinityasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","MolybdenumasMo","MolybdenumasMo_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","NitrateNitrogen","NitrateNitrogen_Qual","NitriteNitrogen","NitriteNitrogen_Qual","PotassiumasK","PotassiumasK_Qual","SeleniumasSe","SeleniumasSe_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"11:00:00 04/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,197,65,NA,NA,NA,NA,NA,NA,10.2,65,NA,NA,0.008,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,10,65,NA,NA,NA,NA,NA,NA,NA,NA
"11:00:00 07/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,1,NA,NA,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,7.37,1
"11:00:00 18/04/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,176,65,NA,NA,NA,NA,NA,NA,4.6,65,6.7,65,0.12,65,NA,NA,NA,NA,0.67,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,65,20,65,NA,NA,NA,NA,NA,NA,NA,NA
"11:00:00 30/04/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,96,1,NA,NA,NA,NA,NA,NA,7.7,1,6.7,1,0.016,1,NA,NA,NA,NA,0.29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,1,18,1,21.4,1,14.4,1,NA,NA,NA,NA
"11:05:00 05/09/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,52,65,NA,NA,NA,NA,NA,NA,9.9,65,7.2,65,0.009,65,NA,NA,NA,NA,0.36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,49,65,NA,NA,NA,NA,NA,NA,NA,NA
"11:05:00 15/12/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,90,1,NA,NA,NA,NA,NA,NA,6.6,1,6.8,1,0.049,1,NA,NA,NA,NA,0.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1,15,1,25.2,1,21.4,1,NA,NA,NA,NA
"11:10:00 20/08/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,171,65,NA,NA,NA,NA,NA,NA,8.7,65,6.4,65,0.004,65,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,12,65,15.2,65,10.1,65,NA,NA,NA,NA
"11:15:00 08/10/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,73.9,1,NA,NA,NA,NA,NA,NA,8.7,1,6.9,1,0.026,1,NA,NA,NA,NA,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,1,14,1,28.8,1,13,1,NA,NA,NA,NA
"11:15:00 11/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,71,1,NA,NA,NA,NA,NA,NA,8,1,6.9,1,0.017,1,NA,NA,NA,NA,0.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,1,12,1,20.4,1,19.7,1,NA,NA,NA,NA
"11:15:00 30/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,73,1,NA,NA,NA,NA,NA,NA,7.3,1,7,1,0.067,1,NA,NA,NA,NA,0.51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,38,1,46.2,1,18.9,1,NA,NA,NA,NA
"11:20:00 09/09/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,165,1,NA,NA,NA,NA,NA,NA,9.9,1,7.1,1,0.004,1,NA,NA,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1,9,1,14.9,1,12.3,1,NA,NA,NA,NA
"11:20:00 22/04/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,553,65,NA,NA,NA,NA,NA,NA,8.4,65,6.2,65,0.003,65,NA,NA,NA,NA,0.42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,8,65,10.7,65,15.7,65,NA,NA,NA,NA
"11:30:00 08/12/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,167,1,NA,NA,NA,NA,NA,NA,7.5,1,6.5,1,0.034,1,NA,NA,NA,NA,0.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,1,16,1,19.6,1,19.2,1,NA,NA,NA,NA
"11:40:00 26/05/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,83.1,1,NA,NA,NA,NA,NA,NA,10.1,1,7.4,1,0.013,1,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,1,4,1,11.3,1,11.7,1,NA,NA,NA,NA
"11:45:00 02/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,7.23,1
"11:50:00 05/01/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1,251,1,NA,NA,NA,NA,NA,NA,7,1,7.1,1,0.059,1,NA,NA,NA,NA,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,15,1,14.1,1,25.2,1,NA,NA,NA,NA
"11:50:00 24/03/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,412.8,1,NA,NA,NA,NA,NA,NA,7.5,1,7.5,1,0.005,1,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,9,1,10.8,1,21.6,1,NA,NA,NA,NA
"11:50:00 27/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,101,1,NA,NA,NA,NA,NA,NA,9.4,1,6.3,1,0.018,1,NA,NA,NA,NA,0.38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,1,26,1,29.8,1,17.6,1,NA,NA,NA,NA
"12:00:00 16/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,1,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,7.17,1
"12:00:00 21/12/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,215,1,NA,NA,NA,NA,NA,NA,9.7,1,6.8,1,0.031,1,NA,NA,NA,NA,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,14,1,16.8,1,21.8,1,NA,NA,NA,NA
"12:00:00 24/08/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,88,1,NA,NA,NA,NA,NA,NA,9.2,1,6.7,1,0.014,1,NA,NA,NA,NA,0.42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,1,33,1,81.6,1,11.2,1,NA,NA,NA,NA
"12:00:00 25/05/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,85,1,NA,NA,NA,NA,NA,NA,9.5,1,6.7,1,0.005,1,NA,NA,NA,NA,0.26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,1,7,1,11.4,1,12.4,1,NA,NA,NA,NA
"12:05:00 13/01/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1264.4,1,NA,NA,NA,NA,NA,NA,6.5,1,7,1,0.018,1,NA,NA,NA,NA,0.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,1,10,1,12.4,1,23.7,1,NA,NA,NA,NA
"12:05:00 24/03/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,242,65,NA,NA,NA,NA,NA,NA,8.7,65,6.7,65,0.01,65,NA,NA,NA,NA,0.38,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,9,65,11.3,65,20,65,NA,NA,NA,NA
"12:05:00 25/02/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,497,65,NA,NA,NA,NA,NA,NA,7.7,65,7.4,65,0.003,65,NA,NA,NA,NA,0.36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,12,65,13.5,65,20.2,65,NA,NA,NA,NA
"12:05:00 28/07/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,183,1,NA,NA,NA,NA,NA,NA,10.8,1,7.4,1,0.005,1,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,7,1,8.9,1,9.4,1,NA,NA,NA,NA
"12:10:00 09/02/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,225,1,NA,NA,NA,NA,NA,NA,5.8,1,7.1,1,0.33,1,NA,NA,NA,NA,1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,1,18,1,26,1,23,1,NA,NA,NA,NA
"12:10:00 30/12/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,106,1,NA,NA,NA,NA,NA,NA,7,1,6.7,1,0.009,1,NA,NA,NA,NA,0.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,1,12,1,22.5,1,21.2,1,NA,NA,NA,NA
"12:15:00 01/04/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,65,256,65,NA,NA,NA,NA,NA,NA,10.3,65,7.5,65,0.01,65,NA,NA,NA,NA,0.82,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,15,65,19.7,65,17,65,NA,NA,NA,NA
"12:15:00 27/09/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,204,1,NA,NA,NA,NA,NA,NA,9.1,1,7.3,1,0.025,1,NA,NA,NA,NA,0.54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,1,10,1,18.8,1,16.1,1,NA,NA,NA,NA
"12:20:00 13/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,1,NA,NA,8.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1,0.059,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12:20:00 21/06/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,82,1,NA,NA,NA,NA,NA,NA,9.8,1,7.3,1,0.005,1,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,9,1,13.6,1,8.9,1,NA,NA,NA,NA
"12:20:00 27/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,285,65,NA,NA,NA,NA,NA,NA,7.4,65,7.1,65,0.03,65,NA,NA,NA,NA,0.62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,65,72,65,87.2,65,19.7,65,NA,NA,NA,NA
"12:20:00 30/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,1,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,7.11,1
"12:25:00 28/10/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,65,481,65,NA,NA,NA,NA,NA,NA,9.3,65,7.5,65,0.003,65,NA,NA,NA,NA,0.51,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,16,65,19.5,65,17.6,65,NA,NA,NA,NA
"12:30:00 06/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,495,65,NA,NA,NA,NA,NA,NA,5.2,65,6.6,65,0.004,65,NA,NA,NA,NA,0.55,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,16,65,52.5,65,23.9,65,NA,NA,NA,NA
"12:30:00 12/01/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,173,1,NA,NA,NA,NA,NA,NA,6.7,1,7,1,0.008,1,NA,NA,NA,NA,0.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,1,9,1,14,1,23,1,NA,NA,NA,NA
"12:30:00 12/10/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1,93,1,NA,NA,NA,NA,NA,NA,9.2,1,7.2,1,0.038,1,NA,NA,NA,NA,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,1,46,1,33.2,1,13.9,1,NA,NA,NA,NA
"12:30:00 26/08/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2437.1,1,NA,NA,NA,NA,NA,NA,8.9,1,7.3,1,0.002,1,NA,NA,NA,NA,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,7,1,11.6,1,11.7,1,NA,NA,NA,NA
"12:30:00 29/06/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,248,65,NA,NA,NA,NA,NA,NA,10.6,65,7.4,65,0.004,65,NA,NA,NA,NA,0.25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,5,65,9,65,8.7,65,NA,NA,NA,NA
"12:32:00 11/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,181,65,NA,NA,NA,NA,NA,NA,7.5,65,7.4,65,0.01,65,NA,NA,NA,NA,0.54,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,16,65,28.9,65,24,65,NA,NA,NA,NA
"12:35:00 10/03/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,161.6,1,NA,NA,NA,NA,NA,NA,7.5,1,6.8,1,0.056,1,NA,NA,NA,NA,0.46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,1,14,1,17.6,1,20.6,1,NA,NA,NA,NA
"12:40:00 20/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,481,65,NA,NA,NA,NA,NA,NA,6.2,65,7.1,65,0.008,65,NA,NA,NA,NA,0.62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,11,65,18.2,65,19.8,65,NA,NA,NA,NA
"12:40:00 22/12/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,85,65,NA,NA,NA,NA,NA,NA,7.6,65,7.9,65,0.003,65,NA,NA,NA,NA,0.31,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,20,65,26.1,65,19.7,65,NA,NA,NA,NA
"12:55:00 30/12/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,154.6,1,NA,NA,NA,NA,NA,NA,7.7,1,6.9,1,0.006,1,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,1,8,1,12.9,1,24.8,1,NA,NA,NA,NA
"13:00:00 15/09/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,206,1,NA,NA,NA,NA,NA,NA,10.3,1,7.2,1,0.005,1,NA,NA,NA,NA,0.29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,1,14,1,22.5,1,12.4,1,NA,NA,NA,NA
"13:00:00 18/01/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,166,1,NA,NA,NA,NA,NA,NA,9.7,1,7,1,0.026,1,NA,NA,NA,NA,0.47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,1,10,1,12.6,1,22.4,1,NA,NA,NA,NA
"13:00:00 22/09/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,93,1,NA,NA,NA,NA,NA,NA,9.5,1,6.8,1,0.009,1,NA,NA,NA,NA,0.33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,1,17,1,39.5,1,12.9,1,NA,NA,NA,NA
"13:10:00 27/01/2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,65,219,65,NA,NA,NA,NA,NA,NA,8.2,65,7.3,65,0.008,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,8,65,11.5,65,25.4,65,NA,NA,NA,NA
