"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"11:30:00 08/09/1987",NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,NA,NA,11.2,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,65,7.5,65,NA,NA
"11:30:00 09/03/1977",NA,NA,NA,NA,NA,NA,NA,NA,58,65,NA,NA,NA,NA,NA,180,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,12.5,65,NA,NA
"11:30:00 18/04/2002",NA,NA,1.4,65,11,65,64,65,NA,NA,61,65,NA,NA,9.8,65,7.1,65,0.003,65,NA,NA,NA,NA,0.21,65,1,65,NA,NA,0.24,65,2,65,NA,NA,7.7,65,1,65,10,65,NA,NA,NA,NA,0.005,65,8,65,NA,NA,12.1,65,7.4,65
"11:30:00 26/09/1977",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,12.1,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,8.6,65,NA,NA
"11:30:00 29/07/1998",NA,NA,1.1,65,9,65,86,65,52,65,56,65,NA,NA,11.6,65,6.7,65,0.004,65,NA,NA,NA,NA,0.54,65,0.8,65,NA,NA,0.26,65,1.6,65,NA,NA,7.1,65,1,65,7,65,NA,NA,NA,NA,0.03,65,32,65,7.9,65,7.1,65,6.6,65
"11:33:00 15/05/2003",0.002,65,NA,NA,NA,NA,45,65,61,65,NA,NA,NA,NA,10.1,65,6.7,65,0.005,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,3.2,65,10.5,65,NA,NA
"11:35:00 06/01/1987",NA,NA,NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,9.9,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,14,65,NA,NA
"11:35:00 07/07/1983",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,12.9,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,65,8.2,65,NA,NA
"11:35:00 10/02/1987",NA,NA,1.3,65,11,65,50,65,61,65,NA,NA,NA,NA,8.2,65,6.6,65,NA,NA,8,65,0.33,65,0.2,65,0.9,65,0.01,65,0.27,65,1.5,65,15,65,8.4,65,1.4,65,8,65,53,65,6,65,0.01,65,11,65,2.5,65,11,65,NA,NA
"11:35:00 14/10/2002",NA,NA,1.1,65,11,65,80,65,47,65,62,65,NA,NA,9.3,65,6.9,65,0.003,65,NA,NA,NA,NA,0.43,65,0.8,65,NA,NA,0.27,65,2.5,65,NA,NA,7.6,65,1,65,8,65,NA,NA,NA,NA,0.04,65,13,65,3.8,65,6.3,65,6.6,65
"11:35:00 16/10/1979",NA,NA,1.4,65,9.1,65,120,65,53,65,NA,NA,NA,NA,11.6,65,7,65,NA,NA,18,65,0.58,65,0.95,65,0.8,65,0.02,65,0.32,65,1.6,65,12,65,6.6,65,1,65,5.5,65,64,65,9,65,0.01,65,14,65,4.9,65,8.2,65,NA,NA
"11:35:00 25/10/1982",NA,NA,1.3,65,7.7,65,60,65,71,65,NA,NA,NA,NA,10.4,65,7.5,65,NA,NA,7,65,0.35,65,0.25,65,0.9,65,0.01,65,0.27,65,1.7,65,14,65,7.2,65,2,65,10,65,49,65,6,65,0.01,65,5,65,1.7,65,11.3,65,NA,NA
"11:35:00 30/06/1978",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,6.1,65,NA,NA
"11:40:00 05/07/1976",NA,NA,NA,NA,NA,NA,NA,NA,70,65,NA,NA,NA,NA,11.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,15,65,NA,NA
"11:40:00 06/03/1980",NA,NA,NA,NA,NA,NA,NA,NA,69,65,NA,NA,NA,NA,NA,180,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,13.2,65,NA,NA
"11:40:00 07/07/1987",NA,NA,NA,NA,NA,NA,NA,NA,70,65,NA,NA,NA,NA,11.4,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,6.5,65,NA,NA
"11:40:00 09/12/1983",NA,NA,NA,NA,NA,NA,NA,NA,72,65,NA,NA,NA,NA,10.7,65,8.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,10.2,65,NA,NA
"11:40:00 16/12/1975",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,11.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,14,65,NA,NA
"11:44:00 07/01/1992",NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,NA,NA,10.2,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,13,65,NA,NA
"11:50:00 03/01/2013",NA,NA,NA,NA,NA,NA,56,1,59,1,NA,NA,NA,NA,9.5,1,4.1,1,0.003,1,NA,NA,NA,NA,0.36,1,NA,NA,NA,NA,0.29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,16,1,9.6,1,13.5,1,NA,NA
"11:50:00 14/09/1978",NA,NA,NA,NA,NA,NA,NA,NA,66,65,NA,NA,NA,NA,10.6,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,65,6,65,NA,NA
"11:50:00 16/03/1981",NA,NA,NA,NA,NA,NA,NA,NA,99,65,NA,NA,NA,NA,10,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,12.4,65,NA,NA
"11:50:00 18/09/2002",NA,NA,1.1,65,14,65,60,65,60,65,70,65,NA,NA,10.2,65,6.9,65,0.01,65,NA,NA,NA,NA,0.33,65,0.8,65,NA,NA,0.28,65,4.8,65,NA,NA,7.3,65,1,65,7,65,NA,NA,NA,NA,0.02,65,14,65,19,65,7.7,65,6.4,65
"11:50:00 19/08/1987",NA,NA,1.3,65,12,65,50,65,55,65,NA,NA,NA,NA,12.8,65,6.4,65,NA,NA,8,65,0.41,65,0.2,65,0.9,65,0.01,65,0.34,65,1.7,65,6.9,65,7.3,65,1.4,65,8,65,54,65,8,65,0.009,65,6,65,3.7,65,5,65,NA,NA
"11:50:00 27/12/1978",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,10,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,13.8,65,NA,NA
"11:55:00 06/01/1984",NA,NA,NA,NA,NA,NA,NA,NA,69,65,NA,NA,NA,NA,12.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,12.4,65,NA,NA
"11:55:00 08/03/1994",NA,NA,NA,NA,NA,NA,45,65,50,65,NA,NA,NA,NA,10,65,6.8,65,0.003,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,13,65,5.5,65,13.5,65,NA,NA
"11:55:00 25/11/2003",NA,NA,NA,NA,NA,NA,45,65,56,65,NA,NA,NA,NA,11.9,65,7,65,0.003,65,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,NA,NA,12.9,65,NA,NA
"12:00:00 01/03/1984",NA,NA,NA,NA,NA,NA,NA,NA,69,65,NA,NA,NA,NA,10.1,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,12.5,65,NA,NA
"12:00:00 02/05/1988",NA,NA,1.4,65,12,65,50,65,63,65,NA,NA,NA,NA,9.9,65,6.5,65,NA,NA,11,65,0.26,65,0.3,65,0.9,65,0.01,65,0.23,65,1.4,65,17,65,8.6,65,1.3,65,9,65,57,65,3,65,0.01,65,5,65,2.6,65,10,65,NA,NA
"12:00:00 07/05/2008",NA,NA,NA,NA,NA,NA,70,65,59,65,NA,NA,NA,NA,11.8,65,7,65,0.003,65,NA,NA,NA,NA,0.39,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,5.2,65,10.1,65,NA,NA
"12:00:00 08/05/1979",NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,NA,NA,10.9,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,9,65,NA,NA
"12:00:00 09/06/1981",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,10,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,5.2,65,NA,NA
"12:00:00 11/12/2002",0.002,65,NA,NA,NA,NA,50,65,59,65,NA,NA,NA,NA,11.1,65,6.8,65,0.004,65,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,5,65,2,65,11.1,65,NA,NA
"12:00:00 12/08/1986",NA,NA,1.1,65,11,65,40,65,54,65,NA,NA,NA,NA,12.6,65,6.3,65,NA,NA,10,65,0.46,65,0.25,65,0.8,65,0.01,65,0.46,65,1.4,65,13,65,7.4,65,1.3,65,6,65,55,65,NA,NA,0.01,65,16,65,2.9,65,4,65,NA,NA
"12:00:00 17/02/1999",NA,NA,1.1,65,11,65,60,65,64,65,61,65,NA,NA,10.4,65,7,65,0.007,65,NA,NA,NA,NA,0.15,65,0.8,65,NA,NA,0.21,65,1.9,65,NA,NA,7.8,65,1,65,8,65,NA,NA,NA,NA,0.01,65,15,65,2.4,65,12,65,7.2,65
"12:00:00 18/03/2004",NA,NA,NA,NA,NA,NA,25,65,60,65,NA,NA,NA,NA,10.9,65,7,65,0.003,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,10,65,3.4,65,12.1,65,NA,NA
"12:00:00 19/11/2001",NA,NA,1.2,65,12,65,90,65,84,65,62,65,NA,NA,11.7,65,6.7,65,0.003,65,NA,NA,NA,NA,0.32,65,0.9,65,NA,NA,0.27,65,1.8,65,NA,NA,8.3,65,1,65,8,65,NA,NA,NA,NA,0.01,65,8,65,1.4,65,7.7,65,6.9,65
"12:00:00 21/07/1981",NA,NA,1.2,65,10,65,70,65,51,65,NA,NA,NA,NA,10.8,65,7.3,65,NA,NA,10,65,0.47,65,0.25,65,0.9,65,0.01,65,0.41,65,1.5,65,14,65,7,65,2,65,7.2,65,61,65,7,65,0.02,65,11,65,5.2,65,6.5,65,NA,NA
"12:00:00 21/07/1982",NA,NA,1.3,65,10,65,40,65,58,65,NA,NA,NA,NA,14,65,7.3,65,NA,NA,10,65,0.36,65,0.3,65,0.9,65,0.01,65,0.35,65,1.6,65,15,65,7.5,65,2,65,10,65,33,65,4,65,0.01,65,4,65,1.3,65,1,65,NA,NA
"12:05:00 06/03/1986",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,9.6,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,14.5,65,NA,NA
"12:06:00 14/04/2005",NA,NA,NA,NA,NA,NA,50,65,59,65,NA,NA,NA,NA,9.7,65,6.9,65,0.003,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,5.4,65,NA,NA,NA,NA
"12:08:00 15/03/1995",NA,NA,NA,NA,NA,NA,60,65,66,65,NA,NA,NA,NA,10.4,65,6.8,65,0.003,65,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,19,65,2.3,65,12.5,65,NA,NA
"12:10:00 06/06/1979",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,11,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,7,65,NA,NA
"12:10:00 08/09/1986",NA,NA,NA,NA,NA,NA,NA,NA,73,65,NA,NA,NA,NA,11.7,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,65,8.5,65,NA,NA
"12:10:00 23/01/2007",NA,NA,NA,NA,NA,NA,80,65,64,65,NA,NA,NA,NA,9.6,65,6.9,65,0.005,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,6,65,5.1,65,16.5,65,NA,NA
"12:15:00 06/09/1979",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,NA,180,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,65,8,65,NA,NA
"12:15:00 09/02/2005",NA,NA,NA,NA,NA,NA,100,65,51,65,NA,NA,NA,NA,9.5,65,6.5,65,0.003,65,NA,NA,NA,NA,0.41,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,12,65,11,65,12.9,65,NA,NA
"12:15:00 14/02/2006",NA,NA,NA,NA,NA,NA,60,65,68,65,NA,NA,NA,NA,10.8,65,7.3,65,0.003,65,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,6,65,13.6,65,NA,NA
"12:15:00 15/12/2005",NA,NA,NA,NA,NA,NA,60,65,60,65,NA,NA,NA,NA,12.2,65,6.4,65,0.003,65,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,0.25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,4,65,3.8,65,NA,NA,NA,NA
"12:16:00 16/11/2005",NA,NA,NA,NA,NA,NA,120,65,54,65,NA,NA,NA,NA,10.4,65,6.5,65,0.003,65,NA,NA,NA,NA,0.55,65,NA,NA,NA,NA,0.25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,10,65,8.5,65,NA,NA,NA,NA
"12:20:00 07/09/2009",NA,NA,NA,NA,NA,NA,90,1,58.4,1,NA,NA,NA,NA,10.7,1,6.9,1,0.012,1,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,0.274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,1,6,1,4.9,1,8.5,1,NA,NA
"12:20:00 12/02/2004",NA,NA,NA,NA,NA,NA,80,65,71,65,NA,NA,NA,NA,11.2,65,6.6,65,0.004,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,4.2,65,16.6,65,NA,NA
"12:20:00 17/03/2005",NA,NA,NA,NA,NA,NA,45,65,57,65,NA,NA,NA,NA,10.2,65,6.9,65,0.003,65,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,3.1,65,12.2,65,NA,NA
"12:25:00 07/08/2003",0.002,65,NA,NA,NA,NA,70,65,59,65,NA,NA,NA,NA,11,65,7.1,65,0.005,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,NA,NA,8.3,65,NA,NA
"12:25:00 08/08/1984",NA,NA,1.4,65,10,65,50,65,69,65,NA,NA,NA,NA,11.6,65,6.4,65,NA,NA,12,65,0.25,65,0.2,65,1.2,65,0.01,65,0.41,65,1.6,65,13,65,8.2,65,1.6,65,10,65,52,65,4,65,0.009,65,5,65,5.5,65,6.5,65,NA,NA
"12:25:00 13/05/1980",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,11.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,9.5,65,NA,NA
"12:25:00 24/01/2006",NA,NA,NA,NA,NA,NA,80,65,61,65,NA,NA,NA,NA,8.4,65,6.9,65,0.003,65,NA,NA,NA,NA,0.48,65,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,6.7,65,NA,NA,NA,NA
"12:30:00 25/10/2001",NA,NA,1.3,65,11,65,60,65,66,65,60,65,NA,NA,10.8,65,6.9,65,0.01,65,NA,NA,NA,NA,0.25,65,0.9,65,NA,NA,0.27,65,2.3,65,NA,NA,7.7,65,1,65,7,65,NA,NA,NA,NA,0.04,65,8,65,1.9,65,12,65,6.5,65
"12:32:00 03/03/1992",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,9.6,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,15,65,NA,NA
"12:35:00 07/05/1981",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,9.4,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,65,9.3,65,NA,NA
"12:35:00 12/11/1991",NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,NA,NA,9.8,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,11,65,NA,NA
"12:40:00 03/10/1995",NA,NA,NA,NA,NA,NA,70,65,60,65,NA,NA,NA,NA,9.4,65,5.7,65,0.004,65,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,60,65,13,65,10.2,65,NA,NA
"12:40:00 08/01/2014",NA,NA,NA,NA,NA,NA,55,1,43,1,NA,NA,NA,NA,8.8,1,6.9,1,0.003,1,NA,NA,NA,NA,0.33,1,NA,NA,NA,NA,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,6,1,6.5,1,13.8,1,NA,NA
"12:40:00 09/05/1996",NA,NA,NA,NA,NA,NA,65,65,55,65,NA,NA,NA,NA,10.4,65,6.5,65,0.003,65,NA,NA,NA,NA,0.11,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,3.5,65,11,65,NA,NA
"12:40:00 14/07/1980",NA,NA,1.1,65,9.9,65,60,65,54,65,NA,NA,NA,NA,11.2,65,6.3,65,NA,NA,5.9,65,0.49,65,0.35,65,0.8,65,0.02,65,0.34,65,1.3,65,13,65,7,65,2,65,5.8,65,52,65,6,65,0.02,65,7,65,4,65,7.2,65,NA,NA
"12:40:00 16/10/2003",NA,NA,NA,NA,NA,NA,180,65,55,65,NA,NA,NA,NA,9.6,65,6.5,65,0.003,65,NA,NA,NA,NA,0.55,65,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,18,65,NA,NA,9.8,65,NA,NA
"12:40:00 20/07/2000",NA,NA,1.3,65,11,65,120,65,57,65,56,65,NA,NA,10.4,65,6.6,65,0.006,65,NA,NA,NA,NA,0.37,65,1,65,NA,NA,0.35,65,1.8,65,NA,NA,7.5,65,2,65,8,65,NA,NA,NA,NA,0.01,65,9,65,2.9,65,7.2,65,6.9,65
"12:43:00 04/12/2013",NA,NA,NA,NA,NA,NA,90,1,56,1,NA,NA,NA,NA,9.9,1,5.9,1,0.003,1,NA,NA,NA,NA,0.74,1,NA,NA,NA,NA,0.26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,1,38,1,22.6,1,14,1,NA,NA
"12:45:00 03/05/1983",NA,NA,NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,NA,9.8,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,13.2,65,NA,NA
"12:45:00 22/02/2007",NA,NA,NA,NA,NA,NA,70,65,65,65,NA,NA,NA,NA,8.6,65,6.4,65,0.003,65,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,NA,NA,18.3,65,NA,NA
"12:49:00 19/05/2005",NA,NA,NA,NA,NA,NA,40,65,59,65,NA,NA,NA,NA,11,65,7.3,65,0.003,65,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,0.31,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,4,65,3.6,65,NA,NA,NA,NA
"12:50:00 06/04/2004",NA,NA,NA,NA,NA,NA,40,65,61,65,NA,NA,NA,NA,9,65,6.9,65,0.003,65,NA,NA,NA,NA,0.13,65,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,4,65,2.1,65,13.6,65,NA,NA
"12:50:00 10/04/1986",NA,NA,NA,NA,NA,NA,NA,NA,60,65,NA,NA,NA,NA,10.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,11,65,NA,NA
"12:50:00 12/06/2003",0.002,65,NA,NA,NA,NA,55,65,63,65,NA,NA,NA,NA,10.4,65,7,65,0.003,65,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,NA,NA,8.7,65,NA,NA
"12:50:00 16/11/2006",NA,NA,NA,NA,NA,NA,110,65,NA,NA,NA,NA,NA,NA,9.3,65,5.8,65,0.003,65,NA,NA,NA,NA,0.59,65,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,12,65,12,65,8.4,65,NA,NA
