"Date","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"15:00:00 08/03/1991",NA,NA,NA,NA,NA,NA,79,65,NA,NA,8.6,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,65,21,65,NA,NA
"15:00:00 08/07/1991",NA,NA,NA,NA,NA,NA,81,65,NA,NA,11.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,65,NA,NA
"15:00:00 09/03/1994",NA,NA,NA,NA,15,65,170,65,NA,NA,9,65,7.2,65,0.006,65,0.2,65,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,5.8,65,17,65,NA,NA
"15:00:00 11/05/1998",3.4,65,11,65,23,65,95,65,92,65,10.2,65,7,65,0.003,65,0.18,65,3.1,65,0.02,65,0.6,65,8.9,65,4,65,25,65,0.01,65,12,65,2.8,65,12,65,6.8,65
"15:00:00 13/08/1997",2.8,65,7,65,12,65,79,65,68,65,11,65,7.5,65,0.004,65,0.19,65,2.4,65,0.11,65,0.9,65,5.9,65,3.8,65,17,65,0.01,65,4,65,2.5,65,11,65,7.3,65
"15:00:00 16/02/1998",3.3,65,11,65,14,65,91,65,90,65,8.8,65,6.9,65,0.003,65,0.16,65,3,65,0.06,65,4.6,65,9.2,65,4,65,23,65,0.02,65,10,65,0.6,65,18,65,7,65
"15:00:00 19/08/1998",3.2,65,11,65,45,65,93,65,91,65,10.4,65,7.3,65,0.003,65,0.18,65,3.3,65,0.03,65,1,65,9.7,65,6,65,18,65,0.01,65,8,65,3.6,65,12,65,7.5,65
"15:00:00 21/02/1994",NA,NA,NA,NA,15,65,85,65,NA,NA,8.6,65,6.5,65,0.007,65,0.2,65,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,18,65,8.5,65,18,65,NA,NA
"15:00:00 24/07/1996",2.8,65,10,65,11,65,82,65,70,65,11.4,65,6.5,65,0.005,65,0.26,65,2.4,65,0.14,65,1.1,65,5.9,65,3.6,65,17,65,0.01,65,8,65,4,65,9,65,7.3,65
"15:00:00 25/06/2012",NA,NA,NA,NA,60,1,83,1,NA,NA,11,1,6.9,1,0.003,1,0.3,1,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.055,1,31,1,62.3,1,9.5,1,NA,NA
"15:00:00 28/05/2009",NA,NA,NA,NA,16,65,87,65,NA,NA,8.1,65,7.2,65,0.003,65,0.13,65,NA,NA,0.09,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,13.1,65,11,65,NA,NA
"15:05:00 02/06/1992",NA,NA,NA,NA,NA,NA,72,65,NA,NA,10.3,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,10.5,65,NA,NA
"15:15:00 16/08/1995",NA,NA,NA,NA,23,65,79,65,NA,NA,12.4,65,7.4,65,0.003,65,0.1,65,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,10,65,8.2,65,9.5,65,NA,NA
"15:15:00 20/07/2010",NA,NA,NA,NA,12,1,83,1,NA,NA,10.6,1,7.2,1,0.003,1,0.1,1,NA,NA,0.072,1,NA,NA,NA,NA,NA,NA,NA,NA,0.006,1,3,1,3.2,1,8.4,1,NA,NA
"15:15:00 22/04/1977",NA,NA,NA,NA,NA,NA,91,65,NA,NA,8.7,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,16,65,NA,NA
"15:15:00 28/04/2011",NA,NA,NA,NA,20,1,86,1,NA,NA,8.7,1,7.1,1,0.003,1,0.18,1,NA,NA,0.074,1,NA,NA,NA,NA,NA,NA,NA,NA,0.027,1,16,1,14.3,1,14.3,1,NA,NA
"15:20:00 05/07/1995",NA,NA,NA,NA,23,65,66,65,NA,NA,12.2,65,7.2,65,0.003,65,0.1,65,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,11,65,3,65,8,65,NA,NA
"15:25:00 14/12/1977",NA,NA,NA,NA,NA,NA,130,65,NA,NA,7.9,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,65,24.2,65,NA,NA
"15:25:00 18/03/1977",NA,NA,NA,NA,NA,NA,130,65,NA,NA,8.9,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,65,18.8,65,NA,NA
"15:25:00 21/03/1978",NA,NA,NA,NA,NA,NA,91,65,NA,NA,7.7,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,65,17.4,65,NA,NA
"15:30:00 02/05/1995",NA,NA,NA,NA,20,65,87,65,NA,NA,9.6,65,7.1,65,0.003,65,0.2,65,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,7,65,3.6,65,14,65,NA,NA
"15:30:00 07/08/1991",NA,NA,NA,NA,NA,NA,75,65,NA,NA,11.6,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,65,10,65,NA,NA
"15:30:00 11/09/1997",2.5,65,7,65,17,65,70,65,64,65,11.8,65,7.3,65,0.003,65,0.07,65,2.2,65,0.08,65,0.8,65,5.7,65,3.9,65,17,65,0.01,65,2,65,3.3,65,12,65,7.2,65
"15:30:00 12/06/1996",NA,NA,NA,NA,11,65,77,65,NA,NA,13.6,65,7.1,65,0.004,65,0.23,65,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,5.4,65,10,65,NA,NA
"15:30:00 20/09/2011",NA,NA,NA,NA,25,1,100,1,NA,NA,8.1,1,6.6,1,0.006,1,0.22,1,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1,12,1,12.4,1,14.3,1,NA,NA
"15:30:00 27/10/1993",NA,NA,NA,NA,NA,NA,79,65,NA,NA,9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,14.5,65,NA,NA
"15:40:00 11/03/1977",NA,NA,NA,NA,NA,NA,110,65,NA,NA,8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,65,23,65,NA,NA
"15:40:00 28/06/2010",NA,NA,NA,NA,17,1,81,1,NA,NA,10.2,1,7.2,1,0.009,1,0.31,1,NA,NA,0.185,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,2,1,6.2,1,8.3,1,NA,NA
"15:45:00 01/09/1992",NA,NA,NA,NA,NA,NA,70,65,NA,NA,10.2,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,10,65,NA,NA
"15:45:00 23/04/1992",NA,NA,NA,NA,NA,NA,110,65,NA,NA,9.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,13,65,NA,NA
"15:50:00 08/07/1997",2.6,65,9,65,20,65,170,65,74,65,11.4,65,7.2,65,0.003,65,0.21,65,2.5,65,0.14,65,0.8,65,6.8,65,3.5,65,17,65,0.01,65,6,65,17,65,10,65,7.3,65
"15:50:00 11/03/1992",NA,NA,NA,NA,NA,NA,93,65,NA,NA,8.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,21,65,NA,NA
"15:50:00 23/03/1977",NA,NA,NA,NA,NA,NA,120,65,NA,NA,8.6,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,65,19.8,65,NA,NA
"16:15:00 08/02/1977",NA,NA,NA,NA,NA,NA,110,65,NA,NA,8.5,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,65,23,65,NA,NA
"16:15:00 24/08/1977",NA,NA,NA,NA,NA,NA,50,65,NA,NA,11.1,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,9.5,65,NA,NA
"16:20:00 04/02/1977",NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,24,65,NA,NA
"16:20:00 06/03/1978",NA,NA,NA,NA,NA,NA,130,65,NA,NA,7.9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,20.5,65,NA,NA
"16:20:00 19/01/1977",NA,NA,NA,NA,NA,NA,110,65,NA,NA,7.5,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,65,22.2,65,NA,NA
"16:20:00 30/06/2007",NA,NA,NA,NA,70,65,89,65,NA,NA,8.8,65,6.8,65,0.009,65,1.2,65,NA,NA,0.66,65,NA,NA,NA,NA,NA,NA,NA,NA,0.26,65,200,65,638,65,10.5,65,NA,NA
"16:25:00 05/05/1978",NA,NA,NA,NA,NA,NA,110,65,NA,NA,10,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,65,14.7,65,NA,NA
"16:30:00 01/04/1977",NA,NA,NA,NA,NA,NA,120,65,NA,NA,9,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,17.6,65,NA,NA
"16:35:00 14/03/1978",NA,NA,NA,NA,NA,NA,150,65,NA,NA,6.7,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,65,24.3,65,NA,NA
"16:40:00 16/02/1977",NA,NA,NA,NA,NA,NA,130,65,NA,NA,NA,180,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,24.5,65,NA,NA
"16:40:00 19/10/1976",NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,180,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,65,13.5,65,NA,NA
"16:45:00 17/02/1977",NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,180,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,65,26,65,NA,NA
