"Date","AluminiumasAl","AluminiumasAl_Qual","AmmoniaasN","AmmoniaasN_Qual","BicarbonateAlkalinityasCaCO3","BicarbonateAlkalinityasCaCO3_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","CarbonateAlkalinityasCaCO3","CarbonateAlkalinityasCaCO3_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HydroxideAlkalinityasCaCO3","HydroxideAlkalinityasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","MolybdenumasMo","MolybdenumasMo_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","NitrateNitrogen","NitrateNitrogen_Qual","NitriteNitrogen","NitriteNitrogen_Qual","PotassiumasK","PotassiumasK_Qual","SeleniumasSe","SeleniumasSe_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalReactivePhosphorus","TotalReactivePhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"09:15:00 09/05/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,341,65,NA,NA,NA,NA,NA,NA,9,65,7,65,0.04,65,NA,NA,NA,NA,NA,NA,0.58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,31,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:15:00 24/10/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,393,65,NA,NA,NA,NA,NA,NA,7.6,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.76,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,49,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:15:00 25/10/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,400,65,NA,NA,NA,NA,NA,NA,7.5,65,6.9,65,0.03,65,NA,NA,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,32,65,NA,NA,18.1,65,NA,NA,NA,NA
"09:15:00 29/08/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,369,65,NA,NA,NA,NA,NA,NA,9.8,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.47,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,45,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:16:00 22/08/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,361,65,NA,NA,NA,NA,NA,NA,8.4,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.56,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,54,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 01/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,380,65,NA,NA,NA,NA,NA,NA,9,65,6.7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,33,65,NA,NA,14.3,65,NA,NA,NA,NA
"09:20:00 04/12/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,644,65,NA,NA,NA,NA,NA,NA,7.7,65,7.3,65,0.004,65,NA,NA,NA,NA,NA,NA,0.58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,27,65,NA,NA,18.9,65,NA,NA,NA,NA
"09:20:00 11/09/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,444,65,NA,NA,NA,NA,NA,NA,9.6,65,7.5,65,0.005,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,41,65,NA,NA,12.6,65,NA,NA,NA,NA
"09:20:00 14/06/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,419,65,NA,NA,NA,NA,NA,NA,9.7,65,6.8,65,0.01,65,NA,NA,NA,NA,NA,NA,0.44,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,28,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 19/04/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,1,NA,NA,8.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,1,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 20/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 26/04/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,343,65,NA,NA,NA,NA,NA,NA,7.7,65,7,65,0.01,65,NA,NA,NA,NA,NA,NA,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,55,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 27/04/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,NA,NA,9.26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 27/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1,0.087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 29/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,427,65,NA,NA,NA,NA,NA,NA,10,65,6.9,65,0.006,65,NA,NA,NA,NA,NA,NA,0.49,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,27,65,NA,NA,11,65,NA,NA,NA,NA
"09:20:00 31/07/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,373,65,NA,NA,NA,NA,NA,NA,11.5,65,7.4,65,0.006,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,29,65,NA,NA,9.8,65,NA,NA,NA,NA
"09:24:00 18/04/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,342,65,NA,NA,NA,NA,NA,NA,9.3,65,6.9,65,0.01,65,NA,NA,NA,NA,NA,NA,0.36,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,33,65,NA,NA,13.8,65,NA,NA,NA,NA
"09:25:00 08/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,346,65,NA,NA,NA,NA,NA,NA,9.4,65,7.2,65,0.004,65,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,36,65,NA,NA,12.9,65,NA,NA,NA,NA
"09:25:00 11/04/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,336,65,NA,NA,NA,NA,NA,NA,7.9,65,6.7,65,0.02,65,NA,NA,NA,NA,NA,NA,0.58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,73,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:25:00 27/06/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,383,65,NA,NA,NA,NA,NA,NA,10.6,65,7.1,65,0.008,65,NA,NA,NA,NA,NA,NA,0.46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,28,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:25:00 30/05/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,363,65,NA,NA,NA,NA,NA,NA,9.9,65,7,65,0.01,65,NA,NA,NA,NA,NA,NA,0.43,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,27,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:26:00 26/09/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,363,65,NA,NA,NA,NA,NA,NA,8.1,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.85,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,83,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:27:00 22/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,390,65,NA,NA,NA,NA,NA,NA,10.3,65,7.3,65,0.01,65,NA,NA,NA,NA,NA,NA,0.44,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,29,65,NA,NA,11.7,65,NA,NA,NA,NA
"09:27:00 25/05/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,1,NA,NA,8.92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1,0.095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:30:00 11/03/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,1
"09:30:00 11/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,65,314,65,NA,NA,NA,NA,NA,NA,9.5,65,7.1,65,0.93,65,NA,NA,NA,NA,NA,NA,2.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,NA,NA,61,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:32:00 04/01/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,330,65,NA,NA,NA,NA,NA,NA,6.4,65,6.6,65,0.03,65,NA,NA,NA,NA,NA,NA,0.67,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,65,NA,NA,58,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:32:00 15/06/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.088,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:32:00 24/07/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,578,65,NA,NA,NA,NA,NA,NA,10.6,65,6.2,65,0.006,65,NA,NA,NA,NA,NA,NA,0.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,43,65,55.7,65,7.6,65,NA,NA,NA,NA
"09:35:00 15/08/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,300,65,NA,NA,NA,NA,NA,NA,10.5,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.76,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,100,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:35:00 23/05/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,354,65,NA,NA,NA,NA,NA,NA,9.6,65,6.9,65,0.03,65,NA,NA,NA,NA,NA,NA,0.43,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,31,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:35:00 29/03/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,350,65,NA,NA,NA,NA,NA,NA,8.1,65,7.1,65,0.005,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,55,65,NA,NA,16.6,65,NA,NA,NA,NA
"09:36:00 10/08/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,1,0.076,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:36:00 17/08/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:40:00 14/05/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,1,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02,1
"09:40:00 16/05/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,377,65,NA,NA,NA,NA,NA,NA,9.2,65,7,65,0.11,65,NA,NA,NA,NA,NA,NA,0.65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,29,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:40:00 18/11/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,1,NA,NA,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:40:00 19/06/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,497,65,NA,NA,NA,NA,NA,NA,10.9,65,7.7,65,0.004,65,NA,NA,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,25,65,NA,NA,8.9,65,NA,NA,NA,NA
"09:42:00 03/04/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,372,65,NA,NA,NA,NA,NA,NA,7.2,65,7,65,0.01,65,NA,NA,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,29,65,NA,NA,16.6,65,NA,NA,NA,NA
"09:42:00 15/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,312,65,NA,NA,NA,NA,NA,NA,9.6,65,6.7,65,0.004,65,NA,NA,NA,NA,NA,NA,0.56,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,46,65,NA,NA,12.2,65,NA,NA,NA,NA
"09:43:00 13/06/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,438,65,NA,NA,NA,NA,NA,NA,10.6,65,7.4,65,0.006,65,NA,NA,NA,NA,NA,NA,0.39,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,23,65,NA,NA,8.5,65,NA,NA,NA,NA
"09:45:00 08/08/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,432,65,NA,NA,NA,NA,NA,NA,10.2,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,28,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:45:00 17/10/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,332,65,NA,NA,NA,NA,NA,NA,8.3,65,6.8,65,0.01,65,NA,NA,NA,NA,NA,NA,0.88,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,43,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:45:00 18/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,65,386,65,NA,NA,NA,NA,NA,NA,10.6,65,7,65,0.07,65,NA,NA,NA,NA,NA,NA,0.71,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,65,NA,NA,31,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:45:00 18/10/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,65,NA,NA,NA,NA,NA,NA,8.5,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,65,NA,NA,NA,NA
"09:45:00 19/09/2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,65,311,65,NA,NA,NA,NA,NA,NA,9.1,65,6.8,65,0.006,65,NA,NA,NA,NA,NA,NA,0.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,53,65,NA,NA,NA,NA,NA,NA,NA,NA
"09:47:00 03/07/2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,65,448,65,NA,NA,NA,NA,NA,NA,11,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,21,65,NA,NA,8.9,65,NA,NA,NA,NA
